ensgid	H_Cre_Ctrl_1	H_Cre_Ctrl_2	H_Cre_Ctrl_3	H_Cre_Ctrl_4	H_K2K4_DKO_1	H_K2K4_DKO_2	H_K2K4_DKO_3	H_K2K4_DKO_4
ENSMUSG00000098471.1	0	0	0	0	0	0	0	0
ENSMUSG00000102971.1	0	1	0	0	1	0	0	0
ENSMUSG00000102330.1	0	0	1	0	0	1	0	0
ENSMUSG00000034910.5	83	80	70	90	48	49	152	48
ENSMUSG00000092192.7	0	0	0	0	0	0	0	0
ENSMUSG00000089865.2	0	0	0	0	0	0	0	0
ENSMUSG00000096559.1	1	0	0	0	0	1	0	0
ENSMUSG00000102797.1	0	0	1	0	1	0	0	0
ENSMUSG00000086158.2	49	51	50	41	44	47	103	49
ENSMUSG00000034563.16	61	58	41	56	50	31	130	30
ENSMUSG00000098589.2	9	10	7	6	4	2	12	3
ENSMUSG00000079469.10	230	253	256	278	179	158	606	174
ENSMUSG00000102305.1	27	17	22	16	21	12	42	17
ENSMUSG00000098332.2	117	91	91	108	113	86	369	124
ENSMUSG00000032202.11	427	533	412	363	356	346	1462	334
ENSMUSG00000098468.1	2	4	2	0	0	0	7	0
ENSMUSG00000092622.8	2	2	2	1	2	3	7	3
ENSMUSG00000092310.2	0	0	0	0	0	0	0	0
ENSMUSG00000032215.15	166	156	155	170	223	201	784	239
ENSMUSG00000103556.1	0	5	6	4	1	3	3	8
ENSMUSG00000066478.3	0	0	0	0	0	0	0	0
ENSMUSG00000098875.1	0	0	0	0	0	0	0	0
ENSMUSG00000062151.13	1	2	2	5	4	0	3	2
ENSMUSG00000103832.1	0	0	0	0	0	0	0	0
ENSMUSG00000099064.1	0	0	0	0	0	0	0	0
ENSMUSG00000084426.1	0	0	0	0	0	0	0	0
ENSMUSG00000103202.1	0	0	0	0	0	1	0	0
ENSMUSG00000095631.1	0	0	0	0	0	0	0	0
ENSMUSG00000044976.17	2	1	1	3	0	0	5	2
ENSMUSG00000084725.2	0	0	0	0	0	0	2	0
ENSMUSG00000098313.1	0	0	0	0	0	0	0	0
ENSMUSG00000101526.1	0	0	0	0	0	0	0	0
ENSMUSG00000098748.1	0	0	0	0	0	0	0	0
ENSMUSG00000098272.1	0	0	0	0	0	0	0	0
ENSMUSG00000088635.1	0	0	0	0	0	0	0	0
ENSMUSG00000066477.13	0	0	0	1	1	0	0	0
ENSMUSG00000093662.2	0	0	0	0	0	0	0	0
ENSMUSG00000101596.1	2	0	0	0	0	0	1	1
ENSMUSG00000043013.10	0	0	0	0	0	0	0	0
ENSMUSG00000034858.16	811	822	886	957	902	1021	4486	945
ENSMUSG00000007656.13	1749	1738	1784	1835	2498	2088	8725	2662
ENSMUSG00000111027.1	2	0	2	0	6	4	10	5
ENSMUSG00000034593.16	524	495	484	678	1228	1120	3874	1364
ENSMUSG00000090001.1	2	1	0	2	2	2	2	2
ENSMUSG00000089651.1	7	12	3	8	10	8	37	8
ENSMUSG00000033590.8	99	96	135	268	42	18	45	23
ENSMUSG00000032192.9	135	141	144	122	107	101	438	130
ENSMUSG00000111348.1	5	11	4	5	4	1	16	5
ENSMUSG00000110824.1	5	1	3	3	2	3	9	1
ENSMUSG00000032191.6	1	0	0	0	0	2	2	1
ENSMUSG00000042688.16	1505	1423	1643	1577	3670	3711	15104	4105
ENSMUSG00000111545.1	0	0	0	1	0	1	7	1
ENSMUSG00000111495.1	1	2	0	1	8	9	17	4
ENSMUSG00000097021.7	33	21	13	12	25	18	87	23
ENSMUSG00000042487.6	188	172	185	227	547	575	1993	638
ENSMUSG00000109032.1	26	12	38	22	22	30	129	31
ENSMUSG00000058587.9	13689	12990	13137	12344	17716	15503	65463	18468
ENSMUSG00000111228.1	0	0	0	0	0	0	1	0
ENSMUSG00000032186.15	731	731	628	587	887	640	3138	785
ENSMUSG00000110895.1	12	9	8	6	4	8	15	4
ENSMUSG00000032184.5	650	607	561	540	668	433	1861	560
ENSMUSG00000032181.7	17	8	8	10	8	6	35	9
ENSMUSG00000102176.1	2	0	2	4	2	0	0	0
ENSMUSG00000098232.1	1	0	0	1	1	1	2	1
ENSMUSG00000032179.7	115	107	114	113	72	61	274	93
ENSMUSG00000110817.1	2	3	1	2	4	3	3	1
ENSMUSG00000097836.1	2	0	4	0	3	2	6	3
ENSMUSG00000105435.1	0	0	0	0	0	0	0	0
ENSMUSG00000111119.1	0	0	0	0	0	0	0	0
ENSMUSG00000093025.1	0	0	0	0	0	0	0	0
ENSMUSG00000007908.14	12	8	7	6	11	16	95	19
ENSMUSG00000103354.1	0	1	0	1	1	0	2	3
ENSMUSG00000059383.14	0	0	0	0	0	0	0	0
ENSMUSG00000032360.16	2	3	1	2	2	0	8	0
ENSMUSG00000098894.1	0	0	0	0	0	0	0	0
ENSMUSG00000032358.12	0	0	0	0	0	0	0	0
ENSMUSG00000098335.1	0	1	0	0	0	0	0	0
ENSMUSG00000098924.1	0	0	0	0	0	0	0	0
ENSMUSG00000077144.1	0	0	0	0	0	0	0	0
ENSMUSG00000111222.1	0	0	0	0	0	0	0	0
ENSMUSG00000099239.1	0	0	0	0	0	0	0	0
ENSMUSG00000084502.1	0	3	0	1	0	0	3	0
ENSMUSG00000110839.1	0	0	0	0	0	0	0	1
ENSMUSG00000098888.1	0	0	0	0	0	0	0	0
ENSMUSG00000032357.12	0	2	0	0	0	0	0	0
ENSMUSG00000098333.1	0	0	0	0	0	0	0	0
ENSMUSG00000098370.1	0	0	1	0	0	0	0	0
ENSMUSG00000099138.1	0	0	0	2	0	0	0	0
ENSMUSG00000032355.16	213	229	260	540	94	59	216	54
ENSMUSG00000098668.1	10	9	5	40	4	4	8	7
ENSMUSG00000102783.1	11	20	16	59	4	2	11	4
ENSMUSG00000103794.1	0	0	0	0	0	0	0	0
ENSMUSG00000099170.1	0	0	0	1	0	1	0	0
ENSMUSG00000032352.16	222	211	235	199	165	130	444	137
ENSMUSG00000099094.1	5	1	5	2	1	3	22	1
ENSMUSG00000098895.1	1	0	0	0	0	0	0	0
ENSMUSG00000093211.1	0	0	0	0	0	0	0	0
ENSMUSG00000044938.8	254	274	214	401	86	71	234	74
ENSMUSG00000111225.1	0	0	0	1	0	0	0	0
ENSMUSG00000110838.1	0	0	0	0	0	0	0	0
ENSMUSG00000111014.1	0	0	0	0	0	0	0	0
ENSMUSG00000032350.9	1062	1089	1243	1069	1367	1260	5479	1425
ENSMUSG00000111253.1	0	0	1	0	0	0	1	0
ENSMUSG00000111250.1	4	2	4	3	5	1	14	4
ENSMUSG00000111580.1	1	0	0	0	2	0	1	0
ENSMUSG00000110724.1	0	1	0	0	0	0	1	0
ENSMUSG00000032349.13	5868	6202	5266	5488	7058	5536	20557	7635
ENSMUSG00000111610.1	36	28	32	35	27	14	59	25
ENSMUSG00000077730.1	0	0	0	0	0	0	1	0
ENSMUSG00000111335.1	1	0	0	1	2	1	3	0
ENSMUSG00000111850.1	0	0	0	0	0	0	0	0
ENSMUSG00000023333.8	0	0	3	0	0	1	2	1
ENSMUSG00000111596.1	1	2	1	0	1	0	3	0
ENSMUSG00000001366.14	892	844	837	846	787	657	2445	835
ENSMUSG00000009828.15	1505	1526	1317	1235	1110	910	3468	1095
ENSMUSG00000065037.1	289527	254544	171207	117917	162853	158008	702539	155560
ENSMUSG00000097574.2	58	59	37	40	37	33	161	34
ENSMUSG00000032348.6	174	112	139	117	152	155	1040	148
ENSMUSG00000111015.1	0	1	0	1	0	0	1	0
ENSMUSG00000074183.3	0	0	0	0	0	0	0	0
ENSMUSG00000110919.1	0	0	0	0	0	0	0	0
ENSMUSG00000111709.1	0	0	1	0	0	0	0	1
ENSMUSG00000111423.1	0	0	0	0	0	0	0	0
ENSMUSG00000074179.11	0	0	0	0	0	0	0	0
ENSMUSG00000066463.13	0	0	0	0	0	0	0	0
ENSMUSG00000090802.2	0	0	0	0	0	0	0	0
ENSMUSG00000038750.12	0	0	0	0	0	0	0	0
ENSMUSG00000057933.10	0	0	0	0	0	0	1	0
ENSMUSG00000060461.5	0	0	0	0	0	0	0	0
ENSMUSG00000032346.7	0	0	0	0	1	1	4	2
ENSMUSG00000083032.1	0	0	0	0	0	0	1	0
ENSMUSG00000090724.1	0	0	0	0	0	0	0	0
ENSMUSG00000070291.4	1	2	2	3	2	4	6	2
ENSMUSG00000087052.1	8	3	16	3	10	1	21	8
ENSMUSG00000032344.17	175	185	180	236	341	273	697	384
ENSMUSG00000090317.1	3	1	1	2	1	0	7	1
ENSMUSG00000032342.13	677	636	723	621	816	574	2080	764
ENSMUSG00000037742.14	14616	16093	16423	13365	21243	21479	94057	25100
ENSMUSG00000076138.1	0	0	0	0	0	0	0	0
ENSMUSG00000111417.1	0	2	5	0	4	2	10	2
ENSMUSG00000049624.14	259	285	296	240	299	298	1114	332
ENSMUSG00000046186.8	927	938	1101	1633	6446	6520	26240	8203
ENSMUSG00000091147.1	1	0	1	2	4	1	9	5
ENSMUSG00000111139.1	0	0	0	0	0	0	0	0
ENSMUSG00000110809.1	0	0	0	1	0	0	0	0
ENSMUSG00000059422.5	1	0	1	0	1	0	2	2
ENSMUSG00000111081.1	0	0	0	0	0	0	0	0
ENSMUSG00000111309.1	0	0	0	0	0	0	0	1
ENSMUSG00000111363.1	0	0	0	0	0	0	0	0
ENSMUSG00000110923.1	0	0	0	0	0	0	0	0
ENSMUSG00000111638.1	0	0	0	0	0	0	0	0
ENSMUSG00000102020.1	0	0	0	0	0	0	0	0
ENSMUSG00000111670.1	0	0	0	0	0	0	0	0
ENSMUSG00000110856.1	0	0	0	0	0	0	0	0
ENSMUSG00000111492.1	0	0	0	0	0	0	0	1
ENSMUSG00000111336.1	0	0	0	0	0	0	2	0
ENSMUSG00000111633.1	0	0	0	0	0	0	0	1
ENSMUSG00000111560.1	0	0	0	0	0	0	0	0
ENSMUSG00000111765.1	5	6	8	9	8	3	6	1
ENSMUSG00000111207.1	1	0	0	0	0	0	0	0
ENSMUSG00000032332.17	104	147	104	115	443	1138	3387	656
ENSMUSG00000086608.1	0	0	0	1	2	2	12	2
ENSMUSG00000032330.7	1210	1249	1162	1105	1694	1540	6132	1911
ENSMUSG00000032328.12	6797	6533	6278	6772	9927	8386	34238	10778
ENSMUSG00000086918.1	163	161	150	200	123	87	349	125
ENSMUSG00000034898.17	2363	2518	2717	2728	1982	1731	7622	2119
ENSMUSG00000092565.1	3	8	3	5	2	2	18	0
ENSMUSG00000092581.1	5	8	4	17	13	6	19	4
ENSMUSG00000111827.1	0	0	0	1	0	0	2	0
ENSMUSG00000088908.1	0	0	0	0	0	0	0	0
ENSMUSG00000111574.1	0	0	0	0	0	0	0	0
ENSMUSG00000034252.14	2255	2153	2382	2436	3647	3297	13211	3771
ENSMUSG00000093779.1	12	8	17	11	11	8	46	12
ENSMUSG00000084917.3	74	64	82	99	83	81	288	113
ENSMUSG00000033577.18	4552	4256	4565	4487	4181	3237	12167	3827
ENSMUSG00000099016.1	24	21	20	14	22	13	29	11
ENSMUSG00000032343.15	8	5	2	3	3	3	12	6
ENSMUSG00000111267.1	0	0	0	0	0	0	0	0
ENSMUSG00000111510.2	0	0	0	0	0	0	0	0
ENSMUSG00000111717.1	0	0	0	0	0	0	0	0
ENSMUSG00000098685.1	0	0	0	0	0	0	0	0
ENSMUSG00000098935.1	0	0	0	0	0	0	0	0
ENSMUSG00000097655.3	0	0	0	0	0	0	0	0
ENSMUSG00000099085.1	1	1	0	0	0	0	0	1
ENSMUSG00000098429.1	0	0	0	0	0	0	0	0
ENSMUSG00000049511.5	0	0	0	1	0	4	4	1
ENSMUSG00000097466.8	0	0	0	0	0	0	0	0
ENSMUSG00000079225.3	0	0	0	0	0	1	4	0
ENSMUSG00000097241.2	0	0	0	0	0	0	0	0
ENSMUSG00000043289.12	0	0	0	0	0	0	0	0
ENSMUSG00000103536.1	0	0	0	0	0	0	0	0
ENSMUSG00000110748.1	0	0	0	0	0	0	0	0
ENSMUSG00000081273.1	1	0	0	1	0	0	0	0
ENSMUSG00000077415.1	0	0	0	0	0	0	0	0
ENSMUSG00000111697.1	0	0	0	0	0	0	0	0
ENSMUSG00000099266.1	0	0	0	0	0	0	0	0
ENSMUSG00000089066.1	0	0	0	0	0	0	0	0
ENSMUSG00000088760.1	0	0	0	0	0	0	0	0
ENSMUSG00000098420.1	0	0	0	0	0	0	0	0
ENSMUSG00000032251.12	25	33	28	43	27	27	68	28
ENSMUSG00000032253.13	5654	5307	6034	5708	7106	5484	20347	6707
ENSMUSG00000111839.1	3	0	0	2	0	0	0	0
ENSMUSG00000099188.1	0	0	0	1	0	0	3	0
ENSMUSG00000111774.1	0	2	2	2	1	4	8	0
ENSMUSG00000066456.14	255	233	276	324	612	500	1852	559
ENSMUSG00000102882.1	16	14	14	18	25	20	52	25
ENSMUSG00000101144.2	3	1	5	0	3	4	9	1
ENSMUSG00000104080.1	0	0	0	0	0	0	0	1
ENSMUSG00000098747.7	0	0	0	0	0	0	0	0
ENSMUSG00000111443.1	1	0	0	1	0	0	2	0
ENSMUSG00000032258.15	208	155	183	235	336	294	1049	334
ENSMUSG00000058838.9	0	0	0	0	0	0	0	0
ENSMUSG00000099718.1	0	0	2	0	1	1	2	1
ENSMUSG00000103044.1	7	10	7	8	9	0	26	2
ENSMUSG00000099816.1	0	0	0	0	0	0	0	0
ENSMUSG00000100027.1	0	2	0	0	0	0	1	0
ENSMUSG00000032261.16	1091	1299	1104	1123	1974	1694	6560	1963
ENSMUSG00000110950.1	18	21	24	25	16	26	94	19
ENSMUSG00000111820.1	0	0	1	0	0	0	1	0
ENSMUSG00000100155.1	0	0	0	0	0	2	4	0
ENSMUSG00000032262.13	4	1	2	1	3	1	10	2
ENSMUSG00000038379.15	40	31	51	133	549	425	1019	647
ENSMUSG00000111769.1	0	1	0	1	1	1	1	0
ENSMUSG00000032263.14	97	123	110	112	93	84	353	125
ENSMUSG00000101392.1	0	0	2	2	0	0	0	1
ENSMUSG00000101077.1	4	2	0	2	1	0	5	1
ENSMUSG00000111757.1	2	3	7	5	3	4	6	0
ENSMUSG00000077666.1	0	0	0	0	1	0	0	0
ENSMUSG00000111616.1	0	0	0	0	0	0	0	0
ENSMUSG00000099927.1	0	0	0	0	0	0	0	0
ENSMUSG00000111245.1	0	0	0	0	0	0	0	0
ENSMUSG00000065122.1	0	0	0	0	0	0	0	0
ENSMUSG00000111770.1	0	0	0	0	0	0	1	0
ENSMUSG00000099724.2	0	0	0	0	0	0	0	0
ENSMUSG00000111500.1	0	0	0	0	0	0	0	0
ENSMUSG00000102064.1	0	0	0	0	0	0	0	0
ENSMUSG00000110783.1	0	0	0	0	0	2	0	0
ENSMUSG00000099779.1	1	7	3	5	2	3	12	3
ENSMUSG00000101673.1	0	0	0	0	0	1	0	0
ENSMUSG00000111281.1	0	0	0	0	0	0	0	0
ENSMUSG00000111822.1	0	0	0	0	0	1	0	0
ENSMUSG00000079433.1	0	0	0	0	1	0	0	0
ENSMUSG00000032265.14	177	152	242	291	314	294	1202	295
ENSMUSG00000111840.1	0	0	0	0	1	0	3	2
ENSMUSG00000103368.1	0	1	0	0	0	0	1	0
ENSMUSG00000111663.1	0	0	0	0	0	0	0	0
ENSMUSG00000065274.1	0	0	0	0	0	0	0	0
ENSMUSG00000110956.1	0	0	0	0	0	0	0	0
ENSMUSG00000111386.1	0	0	0	0	0	0	0	0
ENSMUSG00000035941.15	1011	1016	1088	1240	1819	1525	5371	1825
ENSMUSG00000103715.1	16	23	19	26	27	21	85	26
ENSMUSG00000065706.1	0	0	0	0	0	0	0	0
ENSMUSG00000099980.1	0	0	0	0	0	0	0	0
ENSMUSG00000100019.1	0	1	0	0	0	0	0	0
ENSMUSG00000056031.13	1	1	0	0	2	0	1	1
ENSMUSG00000035274.13	15	20	16	14	33	25	128	32
ENSMUSG00000110946.1	0	0	0	0	0	0	0	0
ENSMUSG00000111418.1	0	0	0	0	0	0	0	1
ENSMUSG00000032415.14	19	26	36	37	37	23	119	35
ENSMUSG00000083731.1	0	1	0	0	0	0	1	1
ENSMUSG00000034973.16	3003	2895	2842	2765	3135	2797	12344	3225
ENSMUSG00000103731.1	27	26	29	30	30	28	123	20
ENSMUSG00000056131.13	145	159	166	155	240	251	881	279
ENSMUSG00000032417.10	28	25	26	28	36	31	190	53
ENSMUSG00000032418.15	175	126	147	172	144	150	700	151
ENSMUSG00000102259.1	0	0	4	0	2	1	1	1
ENSMUSG00000087466.3	1	0	5	4	1	0	4	1
ENSMUSG00000093074.1	0	0	0	0	0	0	0	0
ENSMUSG00000089373.1	0	0	0	0	0	0	0	0
ENSMUSG00000104120.1	1	0	1	0	0	0	0	0
ENSMUSG00000033491.13	19	10	20	12	5	8	64	8
ENSMUSG00000033419.16	10	20	11	20	7	10	39	13
ENSMUSG00000103891.1	2	1	0	6	1	0	0	0
ENSMUSG00000111874.1	0	0	0	0	0	0	0	0
ENSMUSG00000047897.10	0	0	0	0	0	0	0	0
ENSMUSG00000032872.16	474	472	432	504	706	539	2070	749
ENSMUSG00000099539.1	0	0	0	0	0	0	0	0
ENSMUSG00000042761.14	3	2	2	2	3	4	29	3
ENSMUSG00000102830.1	7	1	4	4	1	7	14	3
ENSMUSG00000056919.9	642	638	680	787	862	690	2441	905
ENSMUSG00000087731.1	1	2	0	4	0	0	1	0
ENSMUSG00000099385.1	0	0	0	0	0	0	1	0
ENSMUSG00000102683.1	0	0	0	0	0	0	0	0
ENSMUSG00000032419.8	145	122	197	133	126	117	542	116
ENSMUSG00000103710.1	0	2	3	5	1	3	14	0
ENSMUSG00000102684.1	0	3	2	3	0	1	2	1
ENSMUSG00000102043.1	0	0	0	0	0	0	0	0
ENSMUSG00000093937.1	0	0	0	0	0	0	0	0
ENSMUSG00000077553.1	0	0	0	0	0	0	0	0
ENSMUSG00000099584.1	0	0	0	0	0	0	0	0
ENSMUSG00000099886.1	0	1	0	2	0	0	0	0
ENSMUSG00000102075.2	2	1	3	3	0	0	3	1
ENSMUSG00000100782.1	1	1	1	1	2	1	2	1
ENSMUSG00000100337.1	0	0	0	0	0	0	0	1
ENSMUSG00000111795.1	0	0	0	0	0	0	0	0
ENSMUSG00000032420.8	359	349	303	287	290	371	1805	390
ENSMUSG00000032422.18	649	620	560	579	731	545	2073	697
ENSMUSG00000066443.5	0	0	0	0	0	0	0	0
ENSMUSG00000092541.7	0	2	1	0	0	0	1	0
ENSMUSG00000101335.1	77	67	80	80	91	94	420	96
ENSMUSG00000032423.12	1951	1965	2330	2431	3820	3315	12987	4109
ENSMUSG00000097195.10	619	658	830	587	916	740	2869	883
ENSMUSG00000094263.1	0	0	0	0	0	0	0	0
ENSMUSG00000094179.1	0	0	0	0	0	0	0	0
ENSMUSG00000084703.1	0	0	0	0	0	0	0	0
ENSMUSG00000032425.15	390	393	345	374	459	444	1757	517
ENSMUSG00000092805.2	54	52	16	11	28	23	121	30
ENSMUSG00000090693.4	5	2	3	12	9	2	13	8
ENSMUSG00000097073.7	11	14	15	26	20	12	36	20
ENSMUSG00000099389.1	0	0	0	0	0	0	0	0
ENSMUSG00000095772.1	0	0	0	0	0	0	0	0
ENSMUSG00000103967.1	3	5	3	4	2	0	7	5
ENSMUSG00000102533.1	4	1	6	4	5	5	11	4
ENSMUSG00000079427.10	39	48	47	58	83	70	269	69
ENSMUSG00000074149.9	1	5	6	1	1	4	9	1
ENSMUSG00000099974.1	0	1	2	1	1	1	13	1
ENSMUSG00000103165.1	0	0	0	1	0	0	4	0
ENSMUSG00000077258.1	0	0	0	0	0	0	0	0
ENSMUSG00000103837.1	0	0	0	0	0	0	0	0
ENSMUSG00000101698.1	0	0	0	0	0	0	1	0
ENSMUSG00000067399.10	6	7	11	21	7	2	8	1
ENSMUSG00000097177.8	18	26	19	33	12	11	45	23
ENSMUSG00000101865.1	0	0	0	0	0	0	0	0
ENSMUSG00000096191.1	0	0	0	0	0	0	0	0
ENSMUSG00000097677.1	0	0	0	0	0	0	0	0
ENSMUSG00000099930.1	0	0	0	0	0	0	1	0
ENSMUSG00000077554.1	0	0	0	0	0	0	0	0
ENSMUSG00000102037.1	0	2	0	1	1	3	13	9
ENSMUSG00000103581.1	0	0	0	0	0	0	0	0
ENSMUSG00000103336.1	0	0	0	0	0	0	0	0
ENSMUSG00000096473.1	0	0	0	0	0	0	0	0
ENSMUSG00000100602.1	0	0	0	0	0	0	0	0
ENSMUSG00000079162.8	0	0	0	0	0	0	0	0
ENSMUSG00000074146.9	0	0	0	0	0	0	0	0
ENSMUSG00000077465.1	0	0	0	0	0	0	0	0
ENSMUSG00000089929.1	0	0	0	0	0	2	21	5
ENSMUSG00000100838.1	0	0	0	0	0	0	0	0
ENSMUSG00000066442.17	28	9	19	22	22	17	65	15
ENSMUSG00000103247.1	16	19	20	37	14	8	43	17
ENSMUSG00000111806.1	1	1	2	0	0	0	1	1
ENSMUSG00000039313.14	1	1	0	1	0	0	0	1
ENSMUSG00000111274.1	0	0	0	0	0	0	0	0
ENSMUSG00000111569.1	0	0	0	0	0	0	0	0
ENSMUSG00000032353.9	676	705	606	656	1054	890	3919	1118
ENSMUSG00000047606.4	1	0	0	0	0	0	0	0
ENSMUSG00000100523.1	0	0	0	0	0	0	0	0
ENSMUSG00000065596.1	0	0	0	0	0	0	0	0
ENSMUSG00000098727.1	0	0	0	0	0	0	0	0
ENSMUSG00000098627.7	0	0	0	0	0	0	1	0
ENSMUSG00000032356.12	0	0	4	2	1	2	6	1
ENSMUSG00000088976.1	0	0	0	0	0	0	1	0
ENSMUSG00000100060.1	0	0	0	0	0	1	2	0
ENSMUSG00000032359.14	1384	888	950	890	886	718	3972	830
ENSMUSG00000062270.14	750	768	1011	895	1150	1055	4355	1183
ENSMUSG00000096647.2	0	0	0	0	0	2	7	0
ENSMUSG00000104263.1	56	64	81	114	47	14	65	32
ENSMUSG00000032363.15	566	759	681	643	574	511	1989	520
ENSMUSG00000037410.13	2306	2685	2616	2177	1558	1281	4670	1448
ENSMUSG00000081520.1	9	11	10	16	5	0	7	7
ENSMUSG00000111666.1	0	0	0	0	0	0	0	0
ENSMUSG00000084652.1	0	0	0	0	0	0	0	0
ENSMUSG00000065881.1	0	0	0	0	2	0	2	0
ENSMUSG00000099366.1	0	0	0	0	0	0	0	0
ENSMUSG00000101938.1	0	0	0	0	0	0	0	0
ENSMUSG00000100663.1	0	0	0	0	0	0	0	0
ENSMUSG00000099512.1	0	1	1	2	0	0	0	0
ENSMUSG00000103547.1	0	0	0	0	0	0	0	0
ENSMUSG00000102076.1	0	0	0	2	0	0	0	0
ENSMUSG00000099406.1	0	0	0	0	0	0	0	0
ENSMUSG00000056904.3	5	4	1	6	0	1	6	4
ENSMUSG00000103938.1	0	0	0	0	0	0	0	0
ENSMUSG00000100568.1	1	0	0	0	0	0	0	0
ENSMUSG00000102814.1	0	0	0	0	0	0	0	0
ENSMUSG00000111210.1	0	0	0	0	0	0	0	0
ENSMUSG00000104286.1	0	1	0	0	0	0	0	2
ENSMUSG00000102568.1	0	0	0	0	0	0	0	0
ENSMUSG00000101608.1	1	0	0	0	0	0	0	0
ENSMUSG00000102406.1	0	0	0	0	0	0	0	0
ENSMUSG00000032368.14	1	0	1	1	0	0	1	1
ENSMUSG00000036972.14	1	0	1	0	1	0	0	1
ENSMUSG00000102803.1	0	0	0	0	0	1	0	0
ENSMUSG00000100341.1	0	0	0	0	0	0	0	0
ENSMUSG00000104216.1	0	0	0	0	0	0	0	0
ENSMUSG00000087871.1	0	0	0	0	0	0	0	0
ENSMUSG00000109896.1	0	0	0	0	1	0	0	0
ENSMUSG00000095654.2	21	22	21	51	7	2	9	2
ENSMUSG00000032369.13	1073	1051	1220	924	891	933	3747	1044
ENSMUSG00000098766.1	38	29	28	23	14	22	103	47
ENSMUSG00000032372.14	2649	2476	2780	2438	1704	1168	4206	1522
ENSMUSG00000101370.1	9	12	21	8	13	6	19	10
ENSMUSG00000074139.8	6	4	10	2	0	3	11	3
ENSMUSG00000082623.1	0	1	0	0	0	0	0	0
ENSMUSG00000032377.8	2568	2499	2260	2257	1696	1327	5309	1549
ENSMUSG00000077400.1	0	1	1	0	0	0	0	0
ENSMUSG00000103622.1	48	56	41	51	67	68	251	84
ENSMUSG00000099610.1	0	0	0	0	0	0	0	0
ENSMUSG00000032374.14	683	743	900	809	1531	1625	7460	1609
ENSMUSG00000101357.1	0	1	1	0	2	2	5	2
ENSMUSG00000101822.1	0	0	0	0	0	1	0	0
ENSMUSG00000101734.1	0	0	0	0	0	0	0	0
ENSMUSG00000099823.1	0	0	0	0	0	0	0	0
ENSMUSG00000101309.1	7	3	3	5	8	5	33	10
ENSMUSG00000100294.6	0	0	0	0	0	0	0	0
ENSMUSG00000098171.1	1	0	0	0	0	0	1	0
ENSMUSG00000111630.1	0	0	0	0	0	0	0	0
ENSMUSG00000111352.1	0	0	0	0	0	0	0	0
ENSMUSG00000064889.1	0	0	0	0	0	0	0	0
ENSMUSG00000101949.1	0	0	0	0	0	0	0	0
ENSMUSG00000099359.1	0	0	0	0	0	0	0	0
ENSMUSG00000045414.7	2601	2139	3132	2932	4315	3343	11255	4197
ENSMUSG00000111019.1	0	1	0	0	0	0	0	0
ENSMUSG00000089551.1	0	0	0	0	0	0	0	0
ENSMUSG00000101595.1	0	0	0	1	1	0	0	0
ENSMUSG00000031129.9	31	48	39	72	52	28	179	58
ENSMUSG00000089709.1	1	2	0	3	1	0	1	0
ENSMUSG00000098251.1	0	0	0	0	1	0	0	0
ENSMUSG00000111087.1	0	0	1	3	0	0	1	1
ENSMUSG00000033350.7	57	84	72	82	92	68	401	101
ENSMUSG00000103755.1	1	2	2	0	2	2	6	1
ENSMUSG00000101281.1	0	0	1	0	0	1	2	1
ENSMUSG00000101459.1	0	0	0	0	1	0	6	0
ENSMUSG00000032407.14	3400	3323	3179	3496	4205	3184	12340	4322
ENSMUSG00000101037.1	17	20	20	12	20	19	64	25
ENSMUSG00000110827.1	10	1	7	14	2	0	1	1
ENSMUSG00000064225.6	151	152	180	284	59	33	99	44
ENSMUSG00000086585.1	0	0	1	8	0	0	1	0
ENSMUSG00000101936.1	2	0	1	12	0	0	0	0
ENSMUSG00000065346.1	0	0	0	0	0	0	0	0
ENSMUSG00000086248.2	1	0	1	0	0	0	1	0
ENSMUSG00000015354.8	29	40	44	69	15	23	132	17
ENSMUSG00000100825.1	3	1	1	6	0	0	1	0
ENSMUSG00000032839.13	349	322	323	359	224	192	889	214
ENSMUSG00000049493.13	15	12	8	6	6	8	44	6
ENSMUSG00000096655.2	2	2	1	1	2	5	14	4
ENSMUSG00000032409.15	1442	1312	1407	1609	1698	1274	4606	1804
ENSMUSG00000089085.1	0	0	0	0	0	0	0	0
ENSMUSG00000097777.7	46	42	42	49	41	25	105	41
ENSMUSG00000032410.13	2288	2191	2359	2381	2183	1819	6525	1972
ENSMUSG00000101867.1	0	0	0	0	0	0	0	0
ENSMUSG00000100931.1	39	39	39	44	26	35	71	19
ENSMUSG00000103507.1	98	133	101	135	114	73	269	118
ENSMUSG00000041440.18	269	244	250	197	205	166	731	196
ENSMUSG00000032411.15	1469	1438	1364	1514	1353	1326	5132	1439
ENSMUSG00000103611.1	22	29	17	39	42	15	64	23
ENSMUSG00000100382.1	1	8	7	5	3	0	11	3
ENSMUSG00000032412.8	2518	2203	2370	2198	4474	3770	15567	4660
ENSMUSG00000118397.1	0	0	0	0	0	0	0	0
ENSMUSG00000056418.3	61	90	58	40	37	21	80	23
ENSMUSG00000051234.6	329	332	364	363	546	438	1856	597
ENSMUSG00000099564.2	4	0	2	1	3	2	6	3
ENSMUSG00000099049.1	0	0	0	0	0	0	0	0
ENSMUSG00000101615.1	2	1	3	1	0	0	13	0
ENSMUSG00000032413.12	913	879	984	1006	1197	1079	4545	1231
