ensgid	CRE_1_S1	CRE_2_S2	CRE_3_S3	CRE_4_S4	DKO_1_S5	DKO_2_S6	DKO_3_S7	DKO_4_S8
ENSMUSG00000103727.1	4	2	8	4	0	0	0	0
ENSMUSG00000103728.1	0	0	0	0	0	0	0	0
ENSMUSG00000103729.1	1	0	0	0	0	0	0	1
ENSMUSG00000103730.1	0	0	0	0	0	0	0	0
ENSMUSG00000103731.1	39	48	30	33	31	39	39	40
ENSMUSG00000103732.1	5	6	13	2	3	0	3	8
ENSMUSG00000103733.1	1	0	1	0	7	1	1	3
ENSMUSG00000103734.1	2	3	3	3	0	1	7	3
ENSMUSG00000103735.1	1	2	0	2	0	1	0	0
ENSMUSG00000103736.1	0	0	0	0	0	0	0	0
ENSMUSG00000103737.1	0	0	0	0	0	0	0	0
ENSMUSG00000103738.1	57	90	78	50	102	62	114	141
ENSMUSG00000103739.1	127	204	187	109	107	148	200	187
ENSMUSG00000103740.1	0	0	0	0	0	0	0	0
ENSMUSG00000103741.1	7	14	7	16	0	13	6	14
ENSMUSG00000103742.1	0	0	0	0	0	0	0	0
ENSMUSG00000103744.1	0	0	0	0	0	0	0	0
ENSMUSG00000103745.1	0	0	0	0	0	0	0	0
ENSMUSG00000103746.1	7	1	2	1	5	5	4	5
ENSMUSG00000103747.1	5	7	0	0	12	11	16	6
ENSMUSG00000103748.1	0	4	5	3	4	4	9	8
ENSMUSG00000103749.1	614	795	817	600	418	636	692	649
ENSMUSG00000103751.1	4	4	4	0	0	0	4	2
ENSMUSG00000103752.5	0	0	0	0	0	0	0	0
ENSMUSG00000103753.1	0	0	0	0	0	1	1	0
ENSMUSG00000103754.1	11	14	16	12	6	11	13	17
ENSMUSG00000103755.1	5	5	2	12	3	7	1	1
ENSMUSG00000103756.1	63	75	64	38	44	18	40	110
ENSMUSG00000103757.1	0	0	0	0	0	0	0	0
ENSMUSG00000103758.1	0	0	0	0	0	0	0	0
ENSMUSG00000103759.1	0	0	1	8	0	0	0	1
ENSMUSG00000103760.1	0	0	0	0	0	0	0	0
ENSMUSG00000103761.1	4	3	4	4	0	7	2	5
ENSMUSG00000103762.1	0	0	0	0	0	0	0	0
ENSMUSG00000103763.1	5	6	4	8	4	2	9	2
ENSMUSG00000103764.1	0	0	0	0	0	0	1	0
ENSMUSG00000103765.1	0	0	0	0	0	0	0	0
ENSMUSG00000103766.5	8	0	0	2	4	0	0	4
ENSMUSG00000103767.1	5	5	5	0	8	2	9	10
ENSMUSG00000103768.1	11	20	15	19	9	15	15	7
ENSMUSG00000103769.1	0	0	0	0	0	0	0	0
ENSMUSG00000103770.1	0	0	3	1	0	4	2	3
ENSMUSG00000103771.1	7	13	13	0	0	5	10	15
ENSMUSG00000103772.1	425	721	567	406	253	401	535	598
ENSMUSG00000103773.1	0	0	0	0	0	0	0	0
ENSMUSG00000103774.1	13	15	18	5	6	7	11	15
ENSMUSG00000103775.1	1	3	1	0	0	0	1	1
ENSMUSG00000103776.1	42	88	59	41	30	27	62	22
ENSMUSG00000103778.1	36	52	42	18	0	16	25	18
ENSMUSG00000103779.1	6	5	10	0	2	8	8	11
ENSMUSG00000103780.1	68	163	125	81	141	101	195	249
ENSMUSG00000103781.1	0	0	1	0	0	0	0	0
ENSMUSG00000103782.1	0	0	0	0	0	0	0	0
ENSMUSG00000103783.1	26	64	61	47	19	48	56	57
ENSMUSG00000103784.1	16	18	10	8	28	21	29	40
ENSMUSG00000103785.1	3	3	9	1	0	0	7	5
ENSMUSG00000103786.1	0	0	0	0	0	0	0	0
ENSMUSG00000103787.1	0	0	0	0	0	0	0	0
ENSMUSG00000103788.1	0	0	0	0	0	0	0	0
ENSMUSG00000103789.1	0	0	0	0	3	0	0	0
ENSMUSG00000103790.1	0	0	0	0	0	0	0	0
ENSMUSG00000103791.1	32	36	30	22	35	17	61	46
ENSMUSG00000103792.1	0	0	0	0	0	0	0	2
ENSMUSG00000103793.1	655	773	721	526	557	701	668	852
ENSMUSG00000103794.1	0	0	0	0	0	0	0	0
ENSMUSG00000103795.1	0	0	0	0	0	0	0	0
ENSMUSG00000103796.1	0	0	0	0	0	0	0	0
ENSMUSG00000103797.1	0	0	0	0	0	0	0	0
ENSMUSG00000103798.1	0	0	0	0	0	0	0	0
ENSMUSG00000103799.1	0	0	0	0	0	0	0	0
ENSMUSG00000103800.1	0	6	4	3	7	4	1	2
ENSMUSG00000103801.1	0	0	0	0	0	0	2	0
ENSMUSG00000103802.1	0	0	0	0	0	0	0	0
ENSMUSG00000103803.1	0	0	0	0	0	0	0	0
ENSMUSG00000103804.1	7	15	22	9	3	19	14	13
ENSMUSG00000103805.1	1	10	20	3	7	11	6	9
ENSMUSG00000103807.1	0	0	0	0	0	0	0	0
ENSMUSG00000103808.1	152	241	278	240	115	99	139	168
ENSMUSG00000103809.1	0	0	0	0	0	0	0	0
ENSMUSG00000103810.1	0	0	0	0	0	0	0	0
ENSMUSG00000103811.1	2	5	0	11	3	2	1	9
ENSMUSG00000103812.5	0	0	0	0	0	0	0	0
ENSMUSG00000103813.5	0	0	0	0	0	0	0	0
ENSMUSG00000103814.1	0	0	0	0	6	1	0	5
ENSMUSG00000103815.1	0	0	0	0	0	0	0	0
ENSMUSG00000103816.1	0	0	0	0	0	0	0	0
ENSMUSG00000103817.1	0	0	0	0	0	0	0	0
ENSMUSG00000103818.1	28	59	41	23	59	57	185	142
ENSMUSG00000103819.1	0	0	0	0	0	0	0	0
ENSMUSG00000103821.1	33	55	74	27	15	26	48	58
ENSMUSG00000103822.1	10	8	11	2	0	9	8	14
ENSMUSG00000103823.1	0	1	0	0	0	0	0	0
ENSMUSG00000103824.1	83	182	165	103	11	54	57	60
ENSMUSG00000103825.1	0	0	1	0	4	3	3	0
ENSMUSG00000103827.1	0	0	0	0	0	0	0	3
ENSMUSG00000103828.1	80	141	136	77	121	135	128	159
ENSMUSG00000103829.5	0	0	0	0	0	0	0	0
ENSMUSG00000103830.1	0	0	0	0	0	0	2	0
ENSMUSG00000103831.1	0	0	0	0	0	0	1	0
ENSMUSG00000103832.1	0	0	0	0	0	0	0	0
ENSMUSG00000103833.1	0	0	0	0	0	0	0	0
ENSMUSG00000103834.1	4	13	4	3	9	1	10	13
ENSMUSG00000103835.1	9	8	15	6	0	15	11	10
ENSMUSG00000103837.1	0	0	0	3	0	0	0	0
ENSMUSG00000103839.1	25	23	22	14	20	8	35	31
ENSMUSG00000103840.1	0	0	0	0	0	0	0	0
ENSMUSG00000103841.1	0	0	0	0	0	0	0	0
ENSMUSG00000103842.1	0	0	0	0	0	0	0	0
ENSMUSG00000103843.1	0	0	1	0	0	0	1	0
ENSMUSG00000103844.1	0	0	0	0	0	0	0	0
ENSMUSG00000103845.1	2	0	3	1	7	0	4	0
ENSMUSG00000103846.1	32	43	33	45	45	43	39	45
ENSMUSG00000103847.1	2	10	5	4	7	10	7	15
ENSMUSG00000103848.1	3	0	6	0	3	3	3	8
ENSMUSG00000103849.1	0	0	0	0	0	0	0	0
ENSMUSG00000103850.1	0	0	0	0	0	0	0	0
ENSMUSG00000103851.1	32	49	40	39	61	53	112	158
ENSMUSG00000103852.1	0	0	0	0	0	0	0	0
ENSMUSG00000103854.1	26	28	22	18	10	14	16	16
ENSMUSG00000103856.1	0	0	0	0	0	0	0	0
ENSMUSG00000103857.1	9	12	4	11	3	13	7	15
ENSMUSG00000103858.1	0	0	0	0	0	0	0	0
ENSMUSG00000103859.1	0	0	0	0	0	0	0	0
ENSMUSG00000103860.1	0	0	0	0	0	0	0	0
ENSMUSG00000103862.3	0	0	0	0	0	0	0	0
ENSMUSG00000103863.2	0	0	0	0	0	0	0	0
ENSMUSG00000103864.1	0	2	0	3	0	0	1	10
ENSMUSG00000103865.1	0	1	0	0	0	1	0	0
ENSMUSG00000103867.1	133	253	247	162	188	171	238	222
ENSMUSG00000103869.1	238	339	316	153	335	236	466	512
ENSMUSG00000103870.1	10	22	13	13	24	15	24	25
ENSMUSG00000103871.1	0	0	0	0	0	0	0	0
ENSMUSG00000103872.5	0	0	0	0	0	0	0	0
ENSMUSG00000103873.1	0	0	0	0	0	0	0	0
ENSMUSG00000103874.1	0	0	0	0	0	0	0	0
ENSMUSG00000103875.1	0	0	0	0	0	3	0	0
ENSMUSG00000103876.1	0	0	0	0	0	0	0	0
ENSMUSG00000103877.2	0	0	0	0	0	0	0	0
ENSMUSG00000103878.1	0	0	0	0	0	0	0	0
ENSMUSG00000103880.1	0	1	0	0	1	0	1	0
ENSMUSG00000103881.1	0	0	0	0	0	0	0	0
ENSMUSG00000103882.1	36	33	15	17	39	39	68	61
ENSMUSG00000103883.1	1	3	0	0	0	0	0	0
ENSMUSG00000103884.1	0	0	0	0	0	0	0	0
ENSMUSG00000103885.1	2	16	7	14	5	12	8	10
ENSMUSG00000103886.1	0	0	0	0	0	0	0	0
ENSMUSG00000103887.1	21	22	36	22	21	19	16	30
ENSMUSG00000103889.1	0	0	0	0	0	0	0	0
ENSMUSG00000103890.1	0	0	0	0	0	0	0	0
ENSMUSG00000103891.1	0	0	0	0	0	0	0	0
ENSMUSG00000103892.1	0	0	0	0	0	0	0	0
ENSMUSG00000103893.1	0	0	0	0	0	0	0	0
ENSMUSG00000103894.1	0	0	0	0	0	0	0	0
ENSMUSG00000103895.1	0	0	0	0	0	0	0	0
ENSMUSG00000103896.1	0	0	0	0	0	0	0	0
ENSMUSG00000103897.1	394	574	600	327	230	327	460	348
ENSMUSG00000103898.1	11	5	19	20	8	19	18	17
ENSMUSG00000103899.1	86	128	151	119	143	135	224	242
ENSMUSG00000103900.1	4	7	0	0	0	0	5	6
ENSMUSG00000103901.1	81	112	97	63	38	64	72	45
ENSMUSG00000103902.1	0	0	0	0	0	0	1	0
ENSMUSG00000103903.1	0	0	0	0	0	0	0	0
ENSMUSG00000103904.1	2	4	1	0	0	0	0	2
ENSMUSG00000103905.1	1	0	0	0	0	0	0	0
ENSMUSG00000103906.1	222	235	195	176	128	186	169	184
ENSMUSG00000103907.1	0	2	3	0	11	8	92	27
ENSMUSG00000103908.1	0	0	2	3	0	0	0	0
ENSMUSG00000103909.1	0	0	0	0	0	0	0	0
ENSMUSG00000103911.1	2	2	8	6	2	3	12	13
ENSMUSG00000103912.1	0	7	0	0	21	0	3	4
ENSMUSG00000103913.1	0	0	4	0	0	0	0	2
ENSMUSG00000103914.1	0	1	0	0	0	0	0	0
ENSMUSG00000103915.1	0	3	0	0	0	0	0	0
ENSMUSG00000103916.1	5	14	4	9	1	2	12	8
ENSMUSG00000103917.1	0	0	0	0	0	0	0	0
ENSMUSG00000103918.1	0	0	0	0	0	0	0	0
ENSMUSG00000103919.1	0	0	0	0	0	0	0	0
ENSMUSG00000103920.1	0	0	0	0	0	0	0	0
ENSMUSG00000103921.1	0	1	0	5	13	11	5	4
ENSMUSG00000103922.1	13	10	14	9	1	5	12	10
ENSMUSG00000103923.1	0	0	0	0	0	2	0	0
ENSMUSG00000103924.1	0	1	0	0	0	0	0	0
ENSMUSG00000103925.1	0	1	0	0	2	0	2	3
ENSMUSG00000103926.1	17	39	10	12	20	10	10	28
ENSMUSG00000103927.1	0	0	0	0	0	0	0	0
ENSMUSG00000103928.1	76	96	76	93	114	96	134	111
ENSMUSG00000103929.1	0	0	0	0	0	0	0	0
ENSMUSG00000103930.1	1	6	2	0	2	0	0	3
ENSMUSG00000103931.1	2	4	1	9	7	0	0	12
ENSMUSG00000103932.1	7	16	5	11	24	12	57	53
ENSMUSG00000103933.1	0	3	0	0	7	1	2	1
ENSMUSG00000103934.1	0	0	0	0	0	0	0	0
ENSMUSG00000103935.1	4	0	2	2	3	0	6	2
ENSMUSG00000103936.1	0	0	0	0	0	0	0	0
ENSMUSG00000103937.1	111	205	183	120	124	141	165	167
ENSMUSG00000103938.1	0	0	0	0	0	0	0	0
ENSMUSG00000103939.1	0	0	0	0	0	0	1	0
ENSMUSG00000103940.1	4	7	5	1	7	20	23	27
ENSMUSG00000103942.1	0	0	0	0	0	0	0	0
ENSMUSG00000103943.5	0	0	0	0	0	0	0	0
ENSMUSG00000103944.1	0	0	0	0	0	0	0	0
ENSMUSG00000103945.1	75	76	85	41	137	141	211	278
ENSMUSG00000103947.1	0	0	0	0	0	0	0	0
ENSMUSG00000103948.1	3	4	2	0	15	16	36	34
ENSMUSG00000103949.1	1	0	0	0	0	1	0	0
ENSMUSG00000103950.1	0	0	0	0	0	0	0	0
ENSMUSG00000103951.1	4	0	0	0	0	1	5	13
ENSMUSG00000103952.1	2	8	11	3	0	0	4	5
ENSMUSG00000103953.1	0	0	0	0	0	1	0	0
ENSMUSG00000103954.5	0	0	0	0	0	0	0	0
ENSMUSG00000103955.1	0	0	0	0	0	0	0	0
ENSMUSG00000103956.1	0	0	0	0	0	0	0	0
ENSMUSG00000103957.1	0	4	4	1	0	2	6	3
ENSMUSG00000103958.1	4	3	5	1	0	3	3	2
ENSMUSG00000103959.2	2	10	7	12	0	0	6	7
ENSMUSG00000103960.1	0	0	0	0	0	0	0	0
ENSMUSG00000103961.1	0	0	0	4	0	0	0	0
ENSMUSG00000103962.1	0	0	0	0	0	0	0	0
ENSMUSG00000103963.1	0	0	0	0	0	0	0	0
ENSMUSG00000103964.1	3	1	2	0	0	1	7	4
ENSMUSG00000103965.1	0	0	2	0	0	0	0	0
ENSMUSG00000103966.1	6	10	2	11	16	11	18	26
ENSMUSG00000103967.1	0	1	4	0	0	10	3	7
ENSMUSG00000103968.1	0	0	0	0	0	0	0	0
ENSMUSG00000103969.1	0	0	0	0	0	0	0	0
ENSMUSG00000103970.1	9	13	17	1	7	6	16	11
ENSMUSG00000103971.1	0	1	0	0	0	0	0	0
ENSMUSG00000103972.1	0	4	6	0	0	0	1	6
ENSMUSG00000103973.1	6	12	17	10	19	21	17	12
ENSMUSG00000103975.1	0	0	0	0	0	0	0	0
ENSMUSG00000103976.1	171	238	210	176	105	208	187	227
ENSMUSG00000103977.5	0	0	0	0	0	0	0	0
ENSMUSG00000103978.1	0	0	0	0	0	0	1	0
ENSMUSG00000103979.1	28	33	29	28	5	30	8	16
ENSMUSG00000103980.1	0	0	0	0	0	0	0	0
ENSMUSG00000103981.1	0	0	0	0	0	0	0	0
ENSMUSG00000103982.1	0	0	0	0	0	0	0	0
ENSMUSG00000103983.1	42	56	33	59	37	77	70	74
ENSMUSG00000103984.1	70	92	50	32	17	56	54	60
ENSMUSG00000103985.1	4	1	1	11	0	0	1	10
ENSMUSG00000103986.1	0	0	1	0	1	0	2	0
ENSMUSG00000103987.1	0	0	0	0	0	0	0	0
ENSMUSG00000103989.1	0	0	0	0	0	0	0	0
ENSMUSG00000103990.1	0	0	0	0	0	0	0	0
ENSMUSG00000103991.1	0	4	0	2	0	0	0	0
ENSMUSG00000103992.1	0	0	0	0	0	0	3	4
ENSMUSG00000103993.1	0	0	0	0	0	0	0	0
ENSMUSG00000103994.1	0	0	0	0	0	0	0	0
ENSMUSG00000103995.1	0	0	0	0	0	0	0	0
ENSMUSG00000103996.1	15	11	9	12	5	11	14	33
ENSMUSG00000103997.1	0	0	0	0	0	0	0	0
ENSMUSG00000103998.1	0	1	0	0	0	0	1	0
ENSMUSG00000103999.1	2	3	1	4	0	1	3	0
ENSMUSG00000104000.1	4	12	0	0	1	3	1	7
ENSMUSG00000104001.1	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	47	54	40	48	29	39	45	52
ENSMUSG00000104004.1	0	0	0	0	0	0	0	0
ENSMUSG00000104006.1	0	0	0	0	0	0	0	0
ENSMUSG00000104007.1	0	0	0	0	0	0	0	0
ENSMUSG00000104009.1	0	0	0	0	0	0	0	0
ENSMUSG00000104010.1	12	20	18	3	28	7	43	47
ENSMUSG00000104011.1	1	4	0	0	0	0	0	2
ENSMUSG00000104012.1	200	231	122	157	226	189	281	257
ENSMUSG00000104013.1	0	0	0	0	0	0	0	0
ENSMUSG00000104014.1	0	0	0	0	0	0	0	0
ENSMUSG00000104015.1	0	0	0	0	0	0	0	0
ENSMUSG00000104016.1	16	14	21	4	11	12	25	34
ENSMUSG00000104017.1	0	1	2	0	0	4	1	0
ENSMUSG00000104018.1	35	46	44	39	29	40	49	43
ENSMUSG00000104020.1	20	18	30	16	28	9	22	19
ENSMUSG00000104021.1	0	0	0	0	0	0	0	0
ENSMUSG00000104022.1	0	1	0	0	0	0	2	0
ENSMUSG00000104023.1	0	0	0	0	0	0	0	0
ENSMUSG00000104024.1	0	0	0	0	0	0	0	0
ENSMUSG00000104025.1	0	0	0	0	0	0	0	0
ENSMUSG00000104026.1	35	75	52	17	29	25	53	41
ENSMUSG00000104027.1	0	0	0	0	0	0	0	0
ENSMUSG00000104028.1	0	0	0	0	0	0	0	0
ENSMUSG00000104029.1	0	0	0	0	0	0	0	0
ENSMUSG00000104030.1	171	286	267	155	125	106	156	154
ENSMUSG00000104031.1	6	8	4	3	16	11	20	16
ENSMUSG00000104032.1	0	0	0	0	0	0	0	0
ENSMUSG00000104033.1	0	0	0	0	0	0	0	0
ENSMUSG00000104034.1	7	16	14	6	3	5	11	5
ENSMUSG00000104035.1	0	0	0	0	0	0	0	0
ENSMUSG00000104036.1	0	0	0	0	0	0	0	0
ENSMUSG00000104037.1	7	12	2	0	2	5	3	4
ENSMUSG00000104038.1	0	0	0	0	0	0	0	0
ENSMUSG00000104039.1	13	11	13	5	33	30	31	47
ENSMUSG00000104040.1	20	12	8	4	15	9	13	5
ENSMUSG00000104041.1	1	1	0	1	0	0	5	2
ENSMUSG00000104042.1	3	4	4	0	6	1	4	8
ENSMUSG00000104043.1	30	25	18	5	11	15	19	18
ENSMUSG00000104044.1	40	52	91	30	28	29	56	59
ENSMUSG00000104045.1	0	0	0	0	0	0	0	0
ENSMUSG00000104046.1	0	1	1	0	0	0	0	0
ENSMUSG00000104048.1	0	0	0	0	0	0	0	0
ENSMUSG00000104050.1	0	0	0	0	0	0	0	0
ENSMUSG00000104051.1	0	0	0	0	0	0	0	0
ENSMUSG00000104052.1	306	458	453	385	140	137	215	279
ENSMUSG00000104053.1	15	23	30	17	15	25	31	15
ENSMUSG00000104054.1	0	0	0	0	0	0	0	0
ENSMUSG00000104055.1	0	0	0	0	0	0	0	0
ENSMUSG00000104057.1	0	0	3	0	4	0	5	1
ENSMUSG00000104059.1	0	0	0	0	0	0	0	0
ENSMUSG00000104060.1	102	102	114	97	96	76	117	104
ENSMUSG00000104061.1	14	21	50	22	14	25	56	82
ENSMUSG00000104062.5	0	0	0	0	0	0	0	0
ENSMUSG00000104063.1	422	490	477	303	436	493	564	504
ENSMUSG00000104064.1	21	23	46	35	34	31	44	66
ENSMUSG00000104065.1	0	0	0	0	0	0	0	0
ENSMUSG00000104066.1	9	10	10	5	15	8	12	14
ENSMUSG00000104067.1	0	0	0	0	0	0	0	0
ENSMUSG00000104068.1	1	0	0	0	0	0	1	0
ENSMUSG00000104069.1	1	0	0	0	0	0	0	0
ENSMUSG00000104070.1	0	0	0	0	0	0	0	0
ENSMUSG00000104071.1	0	0	0	0	0	0	0	0
ENSMUSG00000104072.1	0	0	0	0	0	0	0	0
ENSMUSG00000104073.1	0	0	0	0	0	0	0	0
ENSMUSG00000104074.1	7	5	1	11	6	2	4	12
ENSMUSG00000104075.1	0	0	0	0	0	0	0	0
ENSMUSG00000104076.1	1	0	0	0	0	0	2	1
ENSMUSG00000104077.1	53	37	54	33	31	39	39	50
ENSMUSG00000104078.1	52	58	76	26	41	65	82	69
ENSMUSG00000104079.1	14	29	21	20	30	6	36	35
ENSMUSG00000104080.1	1	0	1	5	1	0	0	1
ENSMUSG00000104081.1	22	36	20	21	10	14	19	24
ENSMUSG00000104082.2	0	0	5	0	0	0	2	5
ENSMUSG00000104083.1	0	0	0	0	1	1	0	0
ENSMUSG00000104084.1	0	0	0	0	0	0	0	0
ENSMUSG00000104085.1	0	0	0	0	0	0	0	0
ENSMUSG00000104086.1	0	0	1	0	0	0	2	0
ENSMUSG00000104087.1	1	9	0	3	0	6	1	1
ENSMUSG00000104088.1	1	0	0	0	13	4	7	5
ENSMUSG00000104089.1	0	0	0	0	0	0	0	0
ENSMUSG00000104091.1	0	0	0	0	0	0	2	0
ENSMUSG00000104092.2	1	0	0	0	0	0	5	1
ENSMUSG00000104093.1	0	1	8	1	13	2	5	11
ENSMUSG00000104094.1	31	34	37	19	27	37	56	40
ENSMUSG00000104095.1	0	0	0	0	0	0	0	0
ENSMUSG00000104096.1	0	0	0	0	0	0	0	0
ENSMUSG00000104097.1	12	6	12	3	6	6	8	5
ENSMUSG00000104098.1	0	0	0	0	0	0	0	0
ENSMUSG00000104099.1	0	0	0	0	0	0	1	0
ENSMUSG00000104100.1	0	0	0	0	0	0	0	0
ENSMUSG00000104101.1	0	1	0	2	0	0	0	0
ENSMUSG00000104102.1	0	0	3	0	15	5	0	6
ENSMUSG00000104103.1	0	3	4	1	0	0	7	6
ENSMUSG00000104104.1	0	0	0	0	0	0	0	0
ENSMUSG00000104105.1	0	0	0	0	0	0	0	0
ENSMUSG00000104106.1	3	6	4	3	0	1	3	4
ENSMUSG00000104107.1	95	153	97	59	78	61	141	130
ENSMUSG00000104108.1	8	24	21	18	29	20	42	35
ENSMUSG00000104109.1	0	0	0	0	0	0	1	0
ENSMUSG00000104110.1	0	0	0	0	0	0	0	0
ENSMUSG00000104111.1	0	5	0	0	0	0	3	1
ENSMUSG00000104112.1	0	0	0	0	0	0	0	0
ENSMUSG00000104113.1	16	25	31	23	4	0	15	27
ENSMUSG00000104114.1	107	283	227	233	175	137	232	246
ENSMUSG00000104115.1	0	0	0	0	0	0	0	0
ENSMUSG00000104116.1	174	290	307	278	152	197	244	309
ENSMUSG00000104117.5	0	1	4	9	0	0	0	2
ENSMUSG00000104118.1	210	255	238	136	324	382	463	678
ENSMUSG00000104120.1	1	3	0	3	0	1	3	2
ENSMUSG00000104121.1	14	14	10	28	15	9	8	5
ENSMUSG00000104122.1	5	4	0	0	0	0	0	1
ENSMUSG00000104123.1	0	0	0	0	0	0	0	0
ENSMUSG00000104125.1	200	280	257	182	118	176	176	171
ENSMUSG00000104126.1	6	4	6	4	7	8	9	10
ENSMUSG00000104127.1	0	0	0	0	0	0	0	0
ENSMUSG00000104129.1	0	0	0	0	0	0	0	0
ENSMUSG00000104130.1	0	0	0	0	0	0	0	0
ENSMUSG00000104131.5	0	0	0	0	0	0	0	0
ENSMUSG00000104132.1	0	0	0	0	0	0	0	0
ENSMUSG00000104133.1	0	0	0	0	0	0	0	0
ENSMUSG00000104134.1	0	0	0	0	0	0	0	0
ENSMUSG00000104135.1	0	0	0	0	0	0	0	0
ENSMUSG00000104136.1	3	8	12	6	4	8	12	5
ENSMUSG00000104137.1	0	0	0	0	0	0	0	0
ENSMUSG00000104138.1	0	0	0	2	0	0	1	0
ENSMUSG00000104140.1	65	130	116	89	30	27	78	58
ENSMUSG00000104141.1	0	0	1	1	0	0	0	0
ENSMUSG00000104142.1	0	0	0	0	0	0	0	0
ENSMUSG00000104144.1	0	0	0	0	0	0	0	0
ENSMUSG00000104145.1	164	265	260	112	209	257	351	487
ENSMUSG00000104146.1	0	0	0	0	0	0	0	0
ENSMUSG00000104147.1	0	0	0	0	0	0	0	0
ENSMUSG00000104148.5	0	1	0	0	0	0	3	3
ENSMUSG00000104149.1	0	3	0	4	0	0	0	0
ENSMUSG00000104150.2	35	37	63	19	51	39	29	51
ENSMUSG00000104152.1	0	0	0	0	0	0	0	0
ENSMUSG00000104153.1	0	8	0	4	4	4	0	0
ENSMUSG00000104154.1	28	53	47	39	39	30	61	64
ENSMUSG00000104155.1	3	3	16	6	0	0	1	2
ENSMUSG00000104156.2	12	39	22	12	35	39	31	46
ENSMUSG00000104157.1	0	0	0	0	0	0	0	0
ENSMUSG00000104158.2	0	0	0	0	0	3	0	3
ENSMUSG00000104159.1	2	11	16	8	0	2	10	1
ENSMUSG00000104161.1	7	15	21	2	33	16	44	38
ENSMUSG00000104162.1	0	0	0	0	0	0	0	0
ENSMUSG00000104163.1	0	0	0	0	0	0	0	0
ENSMUSG00000104164.1	20	22	24	15	32	27	35	59
ENSMUSG00000104165.1	0	0	0	0	0	0	0	0
ENSMUSG00000104166.1	8	10	10	16	6	5	4	10
ENSMUSG00000104167.1	0	0	0	0	0	0	0	0
ENSMUSG00000104168.1	12	19	32	14	13	2	10	12
ENSMUSG00000104169.1	0	0	0	0	0	0	1	0
ENSMUSG00000104170.1	23	41	70	51	59	31	49	44
ENSMUSG00000104171.1	0	0	0	0	0	0	0	0
ENSMUSG00000104172.1	0	0	0	0	0	0	0	0
ENSMUSG00000104173.1	0	0	0	0	0	0	0	0
ENSMUSG00000104174.1	3	10	0	0	0	0	2	0
ENSMUSG00000104175.1	0	0	0	0	0	0	0	0
ENSMUSG00000104176.1	0	0	0	0	0	0	0	0
ENSMUSG00000104177.1	0	0	0	0	0	0	0	2
ENSMUSG00000104178.1	0	0	0	0	0	0	0	0
ENSMUSG00000104180.1	0	0	0	0	0	0	0	0
ENSMUSG00000104181.1	18	21	15	6	19	24	68	72
ENSMUSG00000104182.1	0	0	0	0	0	0	0	0
ENSMUSG00000104183.1	19	18	13	12	3	9	13	8
ENSMUSG00000104184.1	149	220	289	204	144	258	249	283
ENSMUSG00000104185.1	0	0	0	0	0	0	0	0
ENSMUSG00000104186.1	0	0	0	0	0	0	0	0
ENSMUSG00000104187.1	11	14	19	2	4	8	19	23
ENSMUSG00000104188.1	0	0	0	3	0	0	0	0
ENSMUSG00000104189.1	0	3	1	0	0	0	0	0
ENSMUSG00000104190.1	5	6	6	1	4	6	4	4
ENSMUSG00000104191.1	0	0	0	0	0	0	0	0
ENSMUSG00000104192.1	0	0	0	0	0	0	0	0
ENSMUSG00000104194.1	0	0	0	0	0	0	0	2
ENSMUSG00000104195.1	3	2	0	0	2	0	0	3
ENSMUSG00000104197.1	0	2	4	3	7	7	14	12
ENSMUSG00000104198.1	0	0	0	0	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0	0	0
ENSMUSG00000104200.1	39	32	53	24	7	35	62	71
ENSMUSG00000104201.1	0	0	0	0	0	0	0	0
ENSMUSG00000104202.1	0	0	0	0	0	0	0	0
ENSMUSG00000104203.1	0	0	0	0	0	0	0	0
ENSMUSG00000104204.1	9	12	30	16	19	8	13	11
ENSMUSG00000104205.1	0	0	0	0	0	0	0	0
ENSMUSG00000104206.1	58	59	59	24	27	45	45	66
ENSMUSG00000104207.1	0	0	0	0	0	0	0	0
ENSMUSG00000104208.1	2	0	0	0	2	0	0	1
ENSMUSG00000104209.1	0	0	0	0	0	0	0	0
ENSMUSG00000104210.1	0	0	2	2	0	0	1	4
ENSMUSG00000104211.1	3	2	17	3	0	5	7	18
ENSMUSG00000104212.1	6	17	14	2	2	6	3	23
ENSMUSG00000104213.5	7	15	12	20	12	22	27	13
ENSMUSG00000104214.1	59	107	66	47	84	48	140	116
ENSMUSG00000104215.1	0	0	0	0	0	0	0	0
ENSMUSG00000104216.1	0	0	0	0	0	0	0	0
ENSMUSG00000104217.1	0	0	0	0	0	0	0	0
ENSMUSG00000104218.1	3	4	3	0	1	4	10	4
ENSMUSG00000104219.1	0	0	0	0	0	0	0	0
ENSMUSG00000104220.1	3	9	4	7	2	6	13	2
ENSMUSG00000104221.1	0	0	0	1	0	0	0	0
ENSMUSG00000104222.1	5	7	2	6	6	5	13	4
ENSMUSG00000104223.1	0	0	0	0	0	0	0	0
ENSMUSG00000104224.1	0	0	0	0	0	0	0	0
ENSMUSG00000104225.1	0	0	6	0	6	0	0	0
ENSMUSG00000104226.1	0	1	0	0	0	0	0	0
ENSMUSG00000104227.1	0	0	0	0	0	0	0	0
ENSMUSG00000104228.1	0	0	0	0	0	0	0	0
ENSMUSG00000104229.1	0	0	0	0	0	0	0	0
