A	Coef.H.DKOVsCtrl	Coef.L.DKOVsCtrl	t.H.DKOVsCtrl	t.L.DKOVsCtrl	p.value.H.DKOVsCtrl	p.value.L.DKOVsCtrl	F	F.p.value	Res.H.DKOVsCtrl	Res.L.DKOVsCtrl
ENSMUSG00000039205.16	5.33553756067259	-0.324557641875717	-0.412489576663834	0	0	0.996674107467318	0.975579036130736	20.1061970541423	2.71917717724762e-05	0	0
ENSMUSG00000039195.4	2.13348554549364	0.350050197669001	0.459894479519872	0	0	0.932643837620878	0.818668207380804	8.62334242165738	0.00240864616225777	0	0
ENSMUSG00000026822.14	3.11207225468973	0.907212656343284	1.63176848864627	0.878207780421988	4.89459454573466	0.196138205975264	6.02647741142624e-05	32.1654765271023	1.23369283704425e-06	0	1
ENSMUSG00000026820.5	3.41506121342766	-0.0063833756662901	0.0315282173264047	0	0	0.999970837187315	0.999908688080331	0.0343891664974193	0.966259485921053	0	0
ENSMUSG00000026819.15	6.95805330025572	0.935647017977552	0.668935805201591	1.59636161959844	0.378961605154011	0.0640100135320658	0.35461252893506	13.6330121943595	0.000257137835825601	0	0
ENSMUSG00000039164.2	3.54897199058287	0.202430128893283	-0.309487554203185	0	0	0.998590092290892	0.99657595269514	7.57600183054774	0.00416792954573588	0	0
ENSMUSG00000039157.12	5.33488993365831	-0.780071027953325	0.454997989539294	-2.00094897261472	0	0.0304471067018594	0.880159734429035	41.07706443642	2.14993687401999e-07	0	0
ENSMUSG00000026810.12	3.63163060421972	0.257950254570606	0.221951012903648	0	0	0.994730562400686	0.99742531843307	4.4399137288175	0.0272810752402999	0	0
ENSMUSG00000079442.12	5.78480499185121	-0.406608687168291	-0.205779143034865	0	0	0.969024727256398	0.999691960528824	12.8417615887777	0.000353418238559242	0	0
ENSMUSG00000093147.1	-1.83467164700533	-1.18298174251007	-1.12485437514818	-1.06081893721421	-1.15138319280096	0.154364931260984	0.133344614121155	5.07980228360365	0.0179803763693349	0	0
ENSMUSG00000026811.18	4.01557622667948	-0.656869189160226	-0.32168915074053	-0.885050991560242	0	0.193967607617071	0.980825463703028	36.4514185916098	5.10104627117311e-07	0	0
ENSMUSG00000026817.14	3.23122603428075	-0.715917760005635	0.12345299052169	-1.45734426798429	0	0.0812236670876986	0.998241602456129	32.158001969598	1.2356922864867e-06	0	0
ENSMUSG00000026814.16	9.86085590177825	-0.372913797205729	-0.459217290243332	0	0	0.925073018958265	0.814172808787132	9.09975958825819	0.00189722360344823	0	0
ENSMUSG00000093336.1	-0.298003321448904	-0.998323514739096	-1.17788665217604	-1.00985746058209	-1.76652566209175	0.163624601676693	0.04725809784306	9.13324447688493	0.00186610782866076	0	0
ENSMUSG00000093277.1	-1.93578276312227	-1.03360902064794	-1.52381138762524	-0.645123391909728	-1.77372426677622	0.279511699548654	0.0470569940643265	5.24893812290256	0.0161556729658948	0	0
ENSMUSG00000009566.12	4.34544902371792	-0.185994010205309	-0.138848813328647	0	0	0.993111040747863	0.997581658381838	1.30939602702624	0.294774348023976	0	0
ENSMUSG00000009555.16	5.29502884708415	0.250833885779268	0.225526864094767	0	0	0.990817762775451	0.995348214193197	3.57171005707838	0.0496521127284269	0	0
ENSMUSG00000059013.12	7.0257933498878	-0.100700372617766	-0.488390890907639	0	0	0.990170027926148	0.709118018786122	4.1583077800927	0.0329849045959906	0	0
ENSMUSG00000009551.2	2.98367284734491	0.0957674259178058	-0.348566782313571	0	0	0.999359164981006	0.963910601550362	4.24770059999876	0.0310420227564302	0	0
ENSMUSG00000039021.15	0.894313535683348	-0.294106293272298	0.202988468752574	0	0	0.832226300638935	0.945556361623681	0.877322230956204	0.433134496974353	0	0
ENSMUSG00000009563.16	3.55033823030995	0.285209247581611	0.512821776958379	0	0	0.982702407011672	0.727384707348509	11.9692527110533	0.00050880355901444	0	0
ENSMUSG00000053746.8	-0.201375377518967	1.59847416850012	1.05604940457992	2.46260545248742	1.62871674332813	0.0121446297051894	0.0604875278153518	14.2095066629382	0.000205377549787066	0	0
ENSMUSG00000038987.8	0.243904381827251	0.0388851883799383	0.257588960336646	0	0	0.975497506561409	0.895997942189248	0.524698380223271	0.600612094952982	0	0
ENSMUSG00000026797.16	6.25398017436176	0.286885585516108	-0.0363874518917253	0	0	0.999676444559295	0.999999991795886	8.08788562273783	0.00317462173191259	0	0
ENSMUSG00000064652.1	-2.04005165187969	0.374844314980135	0.071319712921015	0	0	0.702877193177127	0.946555427528713	0.181602199019481	0.835459620965083	0	0
ENSMUSG00000085397.1	-1.34390776970401	-0.500594123081427	0.33948389119576	0	0	0.587024908915432	0.786363488135128	1.15539857524522	0.337467957039153	0	0
ENSMUSG00000026796.16	7.67724312514961	0.228051642528206	0.391448664094075	0	0	0.997783558664343	0.959152196858271	9.12904283376832	0.00186998087199884	0	0
ENSMUSG00000026792.16	3.95942266624665	-0.524731102643994	-0.241118582265103	0	0	0.722443922123708	0.998468767635986	16.5948200005527	8.57036624876375e-05	0	0
ENSMUSG00000038900.17	5.06962796742769	0.204466060459423	1.06543512978478	0	6.09553691961582	0.991999128644976	4.87835979480237e-06	92.386618201005	4.01214926116748e-10	0	1
ENSMUSG00000026791.14	3.13082371999902	-0.833621134428071	-0.426407819025764	-1.27415922905219	0	0.109500920461152	0.799116188461489	11.7926786975751	0.000548760045967187	0	0
ENSMUSG00000038860.15	3.9982668956876	0.900718672848227	0.158149945117596	2.02563194827298	0	0.0290354401789042	0.999627963430198	17.8311671602341	5.62378033918546e-05	0	0
ENSMUSG00000104277.1	-0.821355106960372	1.0778050294134	-0.143238603190375	0.754365598086169	0	0.240458843453302	0.886851314533197	1.40175004565897	0.272072524656871	0	0
ENSMUSG00000038831.16	3.02110688201418	-0.192181974951087	-0.015996610407004	0	0	0.996776326011712	0.999942400867471	1.1467767660605	0.340054021784003	0	0
ENSMUSG00000004105.8	4.89615277963539	-0.481593845704727	-0.579222193176882	0	0	0.909662704692742	0.520772169067543	35.0807642678125	6.70235363623358e-07	0	0
ENSMUSG00000068966.10	4.72604293422235	0.104843298604002	-0.00430408126358106	0	0	0.999932056840901	0.999999909554116	0.558247411191545	0.581915516314951	0	0
ENSMUSG00000026788.13	4.45390570807614	0.128581219427478	-0.156691579966708	0	0	0.999942167927051	0.999914729273258	2.45698944491712	0.114231670988958	0	0
ENSMUSG00000038740.9	5.19350455394562	0.231496634984882	-0.313986468245735	0	0	0.999607183387233	0.99664023689488	9.80834974126054	0.00134560794385212	0	0
ENSMUSG00000086484.1	0.443030701959249	-0.354323647996048	-0.59240231255021	0	-0.0259435857798683	0.790824952003952	0.490119360209331	2.95239969162716	0.0781221711258283	0	0
ENSMUSG00000038718.15	4.69289656621414	0.519384724504786	0.305801061742512	0	0	0.790941576012535	0.998961788862615	29.3036585686778	2.34584022011874e-06	0	0
ENSMUSG00000084908.2	0.634845916457146	0.409166605367999	-0.214667560427075	0	0	0.770322151083315	0.9306799490121	1.94092937066001	0.172789651418034	0	0
ENSMUSG00000038696.14	5.56444600603938	0.106083930093067	0.149890285408953	0	0	0.999998129327962	0.999996037600199	3.34032428414439	0.0586558139305836	0	0
ENSMUSG00000081992.1	-1.31150072032132	-1.01869755193155	-0.152129374242338	-0.865289953674372	0	0.201710767507422	0.944592602517375	2.22629514545769	0.137119753176648	0	0
ENSMUSG00000026867.18	7.23578432954516	0.246010019672687	-0.0219656747958981	0	0	0.999998382790768	0.99999999937324	11.7488265966978	0.000559216304541078	0	0
ENSMUSG00000026864.13	9.18846947097513	1.08002876535191	0.949906970899281	5.49408559719167	4.07049546465381	1.68203926441209e-05	0.00036654146096231	127.979415061195	2.75404185814566e-11	1	1
ENSMUSG00000070953.13	3.70646608369179	-0.036405956476945	-0.0704368820834662	0	0	0.99999303899962	0.999658325889685	0.228622720869131	0.797930260491648	0	0
ENSMUSG00000035949.15	6.57458465071166	0.120735240956657	-0.0322360192481899	0	0	0.999998012263844	0.999999800413138	1.54800172565643	0.239994400229873	0	0
ENSMUSG00000026869.12	5.29387687006093	0.198268307345554	-0.0346414631961016	0	0	0.999994534850969	0.999999971981908	4.94678842781126	0.0195769051791618	0	0
ENSMUSG00000026870.19	0.527938206278124	-0.0503737523617083	-0.0430806488097789	0	0	0.961720995341658	0.969923348282401	0.0113521484181382	0.988719200179129	0	0
ENSMUSG00000026873.9	2.79892875892362	1.48245490335129	3.17162075625059	4.65698521282692	10.6892752356335	0.000100925226196102	1.79931615235985e-09	115.482259236489	6.45417756233568e-11	1	1
ENSMUSG00000026875.14	3.37457337409554	0.825974194038368	0.0363429909319932	1.88677893800977	0	0.0378100078039483	0.999988418137027	20.980028623647	2.08813441001088e-05	0	0
ENSMUSG00000083533.2	-1.40991741362793	-0.253937134838547	-0.595008236025792	0	-0.0219338309368976	0.830169931117182	0.500749428313004	1.09687943396977	0.355460369879271	0	0
ENSMUSG00000026874.10	2.41520307127963	0.902972529819712	-0.178507544517925	0.313619180461134	0	0.458563895434826	0.996975094982308	1.33115970295307	0.289240719290826	0	0
ENSMUSG00000035875.15	-0.0613081260052913	-0.3993394138776	-0.445415231111547	0	0	0.742288501381941	0.682090536614933	2.17090835251072	0.143346496063734	0	0
ENSMUSG00000057110.15	6.14459720630732	0.097956847142	0.170941027363616	0	0	0.999999856747	0.999997424617679	4.78681796650162	0.0217094971586567	0	0
ENSMUSG00000026878.17	7.70134283058092	0.272861472502226	0.0983483403162317	0	0	0.999992900857753	0.999999982805532	15.0813324048404	0.000147729188322768	0	0
ENSMUSG00000026879.14	7.69434143555979	-0.870439214868003	-1.46588502639806	-1.49201420262378	-4.88705033485309	0.0766083411560596	6.12525929179907e-05	43.4198994542403	1.43030960455486e-07	0	-1
ENSMUSG00000106961.1	-2.22608634336446	-1.04048535415103	-0.789954777348963	-1.10885373707749	-0.353864538455406	0.141600581520984	0.378337199741891	4.13815982154935	0.0334412524552868	0	0
ENSMUSG00000026880.11	6.97226695405294	-0.497257928086676	-1.15793050654097	0	-5.8279203394683	0.81071845440791	8.4142147179673e-06	82.4640363426734	1.00390441801017e-09	0	-1
ENSMUSG00000035778.17	7.72873186396541	0.147726679866629	0.263913792067724	0	0	0.99999461660056	0.99977950401957	8.3338329806235	0.00279349494674541	0	0
ENSMUSG00000106856.1	0.013031694498691	0.28982585071102	0.129738010035126	0	0	0.895361349152094	0.957025848306051	0.935905457242023	0.410708443860575	0	0
ENSMUSG00000026883.17	7.79535426384551	-0.572396234044959	0.0334232112456414	0	0	0.533444153251712	0.999444614727851	7.49758998026418	0.00434865378477713	0	0
ENSMUSG00000026885.13	0.106922170069939	-0.106939438271188	0.336060842484735	0	0	0.94735748222181	0.806808567621415	0.762423058451032	0.481185123504301	0	0
ENSMUSG00000026895.7	5.00796453063273	0.030519747124246	0.353265274222275	0	0	0.999957964357713	0.963982867128061	4.2867003778304	0.030234562291737	0	0
ENSMUSG00000026890.19	4.31318788991671	-0.135704079521128	0.529404715663707	0	0	0.990637213148933	0.60622043327094	3.6936394874041	0.0455343324445941	0	0
ENSMUSG00000026889.12	5.616280292574	0.0671157024552418	-0.343215740552297	0	0	0.99999837143879	0.995611027840275	9.09449982552738	0.00190216347746332	0	0
ENSMUSG00000026887.9	4.34833094801912	0.0470284791600211	-0.175659658982757	0	0	0.999687165700174	0.998061390044611	1.07503325962386	0.36244873789784	0	0
ENSMUSG00000047250.13	5.81532201735491	-0.903595763790638	-1.31052465382594	-1.92256013569141	-4.44386025386818	0.0353479880777749	0.000160889007501729	47.0825279426771	7.83461977719636e-08	0	-1
ENSMUSG00000106933.1	-0.131113788522295	-1.47147149641824	-2.42624483265433	-2.6709790969698	-6.56651740742389	0.00784868253371225	1.91414758402418e-06	47.2641878026309	7.61204942423068e-08	0	-1
ENSMUSG00000083716.4	-2.94085245795465	-0.610562727268727	1.09658416003634	-0.033930112026021	2.05734202306776	0.551729571871815	0.0273098921025649	10.0521146225897	0.0011992106522784	0	0
ENSMUSG00000009030.14	5.73630776597677	0.43205381661982	0.268593929845679	0	0	0.988702919740852	0.99994556170066	33.6684120174989	8.96051126990038e-07	0	0
ENSMUSG00000075376.10	7.3785809634874	0.31450795583381	0.174985860481967	0	0	0.999847231473301	0.999998757668355	17.6880994519715	5.8987957340594e-05	0	0
ENSMUSG00000066798.3	4.77553060246712	0.114517204633194	-0.187960317758849	0	0	0.999982278355661	0.999825078312975	3.06013996237739	0.0720779426554697	0	0
ENSMUSG00000050714.9	3.42169108220526	-0.367944229833572	-0.29809379491739	0	0	0.925797741937342	0.967574999284337	5.36969976000307	0.0149789712336376	0	0
ENSMUSG00000035437.15	6.84807100609143	0.0646559873532162	0.151739638540217	0	0	0.999999951568463	0.999999361908508	3.69157026633459	0.0456009621715504	0	0
ENSMUSG00000026915.16	5.16113898331359	-0.00413328623708509	0.181901533361216	0	0	0.999978617846344	0.996216371057664	0.923138475767323	0.415483400743406	0	0
ENSMUSG00000107491.1	-0.493899305116487	-0.406222349632865	0.109944100252961	0	0	0.69844668081859	0.929463155082962	0.723778446628089	0.498656386074717	0	0
ENSMUSG00000053164.6	2.98613009060371	-0.475630809891704	1.11308599331971	0	2.63305682370205	0.691107559074373	0.008497157964845	17.8381062664382	5.61080892132211e-05	0	0
ENSMUSG00000083745.1	-1.2082700516327	-1.44546553550406	0.776785724801174	-2.12228351677041	0.386478937838278	0.0241063967937429	0.358580402910477	7.58029955578282	0.00415826843110974	0	0
ENSMUSG00000035403.10	-0.193552585051387	-0.456968246898595	-0.499189051467928	0	0	0.63484645742302	0.623241850387827	2.40013901067351	0.119448646037126	0	0
ENSMUSG00000035392.17	5.21406491081583	-0.501646267622538	-0.712276722438928	0	-1.62776807743748	0.844641470470389	0.0605771579293257	61.2084789127009	1.05861034740497e-08	0	0
ENSMUSG00000107586.1	1.31740320024397	-0.30400244976828	-0.826881737533409	0	-1.00397767620362	0.866613223465085	0.164433150728672	6.65230964772939	0.00696422577379731	0	0
ENSMUSG00000108155.1	1.16339942573183	-0.502195392612452	-0.459773805584763	0	0	0.631896192733269	0.705295514893127	4.18218491085993	0.032453038137311	0	0
ENSMUSG00000107529.1	1.1721265101001	-0.591030001888245	-0.671341561674957	-0.0245728130280351	-0.316760997348486	0.490409793262772	0.37766795715232	5.93349792944285	0.0106105544039326	0	0
ENSMUSG00000087294.2	-0.418997881330119	-0.773678971957342	-0.727760288148794	-0.653807518076441	-0.418516167149364	0.260889303385088	0.340888759235374	5.86963810203658	0.0110258112008013	0	0
ENSMUSG00000026749.11	5.58027450440554	1.38538985444013	0.103327769009614	5.73021690372858	0	1.02905008872906e-05	0.999312277799156	49.5148479636847	5.36666344319368e-08	1	0
ENSMUSG00000108210.1	1.25272078605094	1.70077486432973	-0.246616548541156	3.40684616954552	0	0.00159376246070625	0.883521790052548	13.8745738610712	0.000233864191825686	1	0
ENSMUSG00000026750.6	5.15450302067035	0.899960120300795	0.644450175017184	3.42478534181453	0.620852212241628	0.00153111207390987	0.271285048953703	70.5294091180454	3.48732946042066e-09	1	0
ENSMUSG00000082931.1	-2.19462991153525	-0.279806759688392	-0.0631437535540273	0	0	0.791145188074139	0.949503720566835	0.0710497011162061	0.931678529950752	0	0
ENSMUSG00000095278.2	-3.6032747643101	-0.0570825061346989	0.386414022573286	0	0	0.965177567190105	0.706632267315241	0.139064067133674	0.871108953597957	0	0
ENSMUSG00000026751.14	-3.37632594378385	-1.93252769551535	3.56853521533237	-1.74447282732718	4.22661737242461	0.0513685262811581	0.000267068150420076	15.9078091640488	0.000109281708842635	0	1
ENSMUSG00000063972.13	3.17830715298648	0.439315944371583	0.582053336914456	0	0	0.805769312974204	0.508071452953193	11.7676485460964	0.000554701420478741	0	0
ENSMUSG00000085201.1	-0.740242894100082	-0.669808825340038	0.203496234339885	-0.283752534452661	0	0.390214263516876	0.920836812598931	2.80737124458292	0.0871676468829829	0	0
ENSMUSG00000107884.1	0.162767487608355	-0.225901714726979	0.093119346253501	0	0	0.848847766154223	0.952414104991611	0.228559801221299	0.797979209604095	0	0
ENSMUSG00000107468.1	1.01880990616026	-0.430741237814528	-0.0613585044846898	0	0	0.715954829369057	0.989424323002658	1.34789642841218	0.285063819068603	0	0
ENSMUSG00000046618.7	6.07653672340681	0.267098471617899	-1.07153508640243	0	-4.86732225717664	0.996442023378873	6.39200030093764e-05	60.7175566967158	1.12689610298652e-08	0	-1
ENSMUSG00000035295.10	-0.314935343042699	0.0369489396623794	0.200175637622833	0	0	0.982001670297486	0.882816021067606	0.185913457267202	0.831938084038804	0	0
ENSMUSG00000062997.6	3.86073796141077	0.387594787224941	0.946244045946547	0	3.54055543856798	0.845509214637877	0.00118563941899358	45.1184949713549	1.07644971358306e-07	0	1
ENSMUSG00000026755.14	4.79341203360273	0.447247087278186	0.606639630675468	0	0.248740632954773	0.948226236185463	0.403205144822045	39.830230153088	2.6917525779551e-07	0	0
ENSMUSG00000026754.16	5.2534566045636	0.10757842733127	-0.0469461513504763	0	0	0.999999795594517	0.999999971257426	1.82487271697786	0.190158447992139	0	0
ENSMUSG00000035236.17	5.12637891156775	-0.444823149381733	-0.101738255176229	0	0	0.913285618673954	0.999576083605458	10.4791223670949	0.000983559248456512	0	0
ENSMUSG00000107833.1	-1.77903559763229	-0.742839358375835	0.133621418383088	-0.326457003387779	0	0.380631136416406	0.893424373867588	1.20184220299365	0.323908391258861	0	0
ENSMUSG00000082315.2	0.651449223213193	-0.501064095513451	0.599940673347892	0	0.0482103015241994	0.653609348398125	0.481676350336722	4.74591719903273	0.0222954073790258	0	0
ENSMUSG00000107955.1	0.767753457893182	-0.330970651507031	0.716311646671084	0	0.396713091182957	0.824437455128388	0.34864748864757	3.10990293194741	0.0694633704685884	0	0
ENSMUSG00000026753.5	6.51059405186615	0.474474451967517	0.0658360596558829	0	0	0.972018188071898	0.999999987279679	39.2340814879217	3.00324830787919e-07	0	0
ENSMUSG00000083157.1	-0.860849191130979	-0.118656077643659	0.102475500411705	0	0	0.936103493068804	0.951677275979072	0.119611432983309	0.887972618469618	0	0
ENSMUSG00000082536.1	0.415877944367445	0.752466331359388	1.69551124522418	0.151535213294954	3.62310795185065	0.561641722852017	0.000988048572661266	15.5316799586578	0.000125192709588756	0	1
ENSMUSG00000081999.3	-2.15300521814993	2.99352506659312	1.90386543551818	2.14983991744545	2.65413640156069	0.0253317455969817	0.00817546279948103	10.909678864676	0.000808891542964986	0	0
ENSMUSG00000049744.15	1.0451010166745	-0.765918201095667	0.969278162432286	-0.845749799948076	1.09565424106046	0.204465249664432	0.144086120882561	10.2287027416916	0.00110422641126926	0	0
ENSMUSG00000036890.13	4.30231612141055	-0.0566988950328211	0.0150765847582921	0	0	0.999962459692207	0.999985046635463	0.156970933143522	0.855899776579288	0	0
ENSMUSG00000083849.1	0.00660658273427362	-0.381894310818273	0.193604204206102	0	0	0.784678061974891	0.879610340744647	1.29439096891666	0.298658101813863	0	0
ENSMUSG00000026872.18	6.7890077062049	0.0123553262099803	0.0708465489817511	0	0	0.999999526813955	0.999998591651595	0.437764538489267	0.652246096063078	0	0
ENSMUSG00000052248.16	-1.16468959745022	0.151752613159746	2.10494161902601	0	2.3567943018892	0.880737574582338	0.0153472358009997	5.37398400047663	0.0149390139186976	0	0
ENSMUSG00000085591.1	-3.0618744894793	-2.99439134459882	-0.5804811442056	-4.46521815179823	0	0.000155198627901983	0.688716828448707	15.5006261101074	0.000126617383491076	-1	0
ENSMUSG00000052155.5	6.15817192281108	-0.316234385959447	-0.461137921726982	0	0	0.999703112526651	0.955950425737417	34.5809769534918	7.41964309127138e-07	0	0
ENSMUSG00000026761.12	5.58100290385355	0.219942827044615	-0.0607344148319084	0	0	0.999972873677918	0.999999317040382	5.37143152972951	0.01496280544526	0	0
ENSMUSG00000036792.12	6.11078457603918	0.278129614273317	-0.102623792644398	0	0	0.999853750296329	0.999999457450539	9.45096657434761	0.00159752799679275	0	0
ENSMUSG00000080937.1	-1.18772965566047	-0.336296802586805	-1.14156596987351	0	-1.10308970739251	0.727370565833678	0.143884094536562	2.7574275067738	0.0905477157900442	0	0
ENSMUSG00000081272.1	1.39878889166785	1.21974535296669	1.2729644682834	3.3576987346588	3.78008762770544	0.0017750815403091	0.000697539413809681	45.2767869391307	1.04879140197767e-07	1	1
ENSMUSG00000069495.12	5.99728936631256	0.00496266311579152	-0.386507847071349	0	0	0.999999983847177	0.994368888628551	15.1533937627596	0.000143837838954194	0	0
ENSMUSG00000026764.15	1.23364491388791	-1.06209954767442	0.414254549864249	-1.59838125780494	0	0.0637995151105376	0.777136386056743	8.11851612676453	0.00312414210343678	0	0
ENSMUSG00000026765.12	-3.22171463693362	-0.348829607272827	-2.23608303271177	0	-2.61695628602684	0.759008212108783	0.00894088434737961	6.35533677176767	0.00826753691250879	0	0
ENSMUSG00000050447.15	-2.16125723128484	-0.525097457336703	-1.09159422153291	0	-0.66790524188372	0.564068624224104	0.276594309193682	1.77528443872629	0.19816498736554	0	0
ENSMUSG00000026766.16	4.86814313017661	0.952779314248291	0.804789878606377	4.08964856844799	2.46365302089836	0.00035133157644995	0.0120934459992007	96.8136004504783	2.7422600576952e-10	1	0
ENSMUSG00000017144.8	4.70480175197846	0.446489260469535	1.38396822780671	0	4.53547874088388	0.791786202279414	0.000131610512287373	34.4574315372906	7.60985473430045e-07	0	1
ENSMUSG00000087701.4	-2.75280829058115	0.161861860562006	1.05712408831518	0	1.940399867647	0.874518063308655	0.0341759081911497	9.46373053716182	0.00158767544467085	0	0
ENSMUSG00000036249.16	4.33349067633564	0.358558263156378	0.336327007700747	0	0	0.962719730098654	0.972619371475807	8.36465338598505	0.00274943505413192	0	0
ENSMUSG00000026946.9	4.61761478119035	0.240378204854234	0.132521777070632	0	0	0.998555228442847	0.998659386833107	3.41650257763681	0.0555052196742952	0	0
ENSMUSG00000053475.5	1.11720968556725	1.85601619565148	0.0889173897496683	2.74512856888595	0	0.00673148038066127	0.930158549680938	8.05035136604615	0.0032377201048627	0	0
ENSMUSG00000036202.16	6.60403035392507	0.0627405683255091	-0.0476350690322658	0	0	0.999905147978811	0.999925691068947	0.242666171368248	0.787088092918708	0	0
ENSMUSG00000026950.18	2.203064915555	-1.06377704648082	0.756944357602985	-2.87037404234208	0.71493348960433	0.00513070439019475	0.241977764700081	25.2895804857876	6.29797219500627e-06	-1	0
ENSMUSG00000036093.7	6.68879157858477	0.5091237197912	0.2031245967827	0	0	0.868013971818474	0.999993593980893	34.9795362631113	6.84116488345114e-07	0	0
ENSMUSG00000017412.15	0.0874484734921263	-0.708371457013313	0.589100117086929	-0.681944988195914	0.00984824269677379	0.252028725388331	0.501840001396592	8.66695940566949	0.00235595349831665	0	0
ENSMUSG00000055371.17	5.69764364717548	0.508547923958685	0.156901936914646	0	0	0.853903469394644	0.999993148897313	28.428491533861	2.88293658372864e-06	0	0
ENSMUSG00000036053.17	6.52748737922481	-0.0205261551081124	-0.609568410225793	0	-0.259261991229409	0.999989178743591	0.39920468611103	20.7084314257567	2.26484671353194e-05	0	0
ENSMUSG00000061136.16	6.78633061245831	0.43053376275233	0.301850053119711	0	0	0.988897071340901	0.999870596429495	36.1022788075722	5.46408961640019e-07	0	0
ENSMUSG00000026960.6	4.37122684224385	0.602142701361856	0.111217050350895	0.192186585988002	0	0.424886385696032	0.99997206349071	23.544744516574	1.00366598770977e-05	0	0
ENSMUSG00000075334.2	-2.79301782486515	0.228526158125117	-0.85346045756095	0	-1.02001427498335	0.829651672345218	0.16071453355417	5.29963880628554	0.0156495612815269	0	0
ENSMUSG00000060988.12	-2.98591369433104	-0.699201950151807	-0.222396323972134	-0.111417577103959	0	0.569498224855225	0.847424004686524	0.403571738269913	0.673892599139859	0	0
ENSMUSG00000026824.11	-2.14904125451359	-2.42447381907675	-0.764722542747153	-8.27654491107462	-0.182514374658941	8.21077052083764e-08	0.522380955366946	59.8014135573032	1.26783301275115e-08	-1	0
ENSMUSG00000026826.13	4.38344786993912	-0.557198415367534	-0.233461091810653	0	0	0.554401148906931	0.905442531617928	4.26565502442523	0.0306673483074235	0	0
ENSMUSG00000054181.11	-1.40815434183628	0.123211216263001	-0.563555435600687	0	0	0.931198019001939	0.536466264698566	0.654556664121497	0.531743833264346	0	0
ENSMUSG00000026827.12	5.77429915797039	0.323673077983713	0.232528733296149	0	0	0.999371595697577	0.999978626236414	17.5337269337118	6.21244176477046e-05	0	0
ENSMUSG00000084292.1	-1.25948112122852	-0.367400321881607	0.0643827363239244	0	0	0.704141243987443	0.950225741829059	0.310019782769235	0.73731535135926	0	0
ENSMUSG00000026832.12	3.02338812190853	-0.30533021313304	-0.313982017775911	0	0	0.930695662417424	0.904428666537605	2.66971274662477	0.0968427399090602	0	0
ENSMUSG00000026836.15	5.59998359324123	0.39776330932877	0.063297318497181	0	0	0.978922438253619	0.999995995746657	11.0955756310647	0.000744386689950735	0	0
ENSMUSG00000091922.1	0.0280457049191497	0.239521099113688	-0.167350088669495	0	0	0.881699606110692	0.916267647624421	0.491041160445157	0.620042900631682	0	0
ENSMUSG00000026839.17	0.853455268667755	-1.13209814693749	-0.181086288569361	-1.72945539921437	0	0.0505392289031896	0.889050052619222	6.53714481125579	0.00744037106745702	0	0
ENSMUSG00000036641.9	-0.65344617561029	-1.10497986583402	-0.118156247577941	-2.2146263560954	0	0.0200445665082688	0.937351801019796	11.1392585826616	0.00073007301471482	0	0
ENSMUSG00000026991.20	7.28842592734436	-1.15847769768208	-0.762881234457107	-3.62521206931867	-1.09226929755519	0.000983094550859875	0.144643214463951	37.7870124859183	3.94023843557986e-07	-1	0
ENSMUSG00000035168.16	8.27870928459446	-0.262289018643653	0.106803932714541	0	0	0.999355900379664	0.999988205045429	5.60896963769899	0.0129187939833314	0	0
ENSMUSG00000026988.15	3.980064117931	-0.809925299506088	-0.399802674775206	-2.04714893896915	0	0.0278532695461028	0.912865103737151	31.8365713831992	1.32518348561434e-06	0	0
ENSMUSG00000026987.16	7.30034682894867	0.0306241155634863	-0.190976153307249	0	0	0.999999839534155	0.999980997551261	3.56247014279778	0.0499806581239986	0	0
ENSMUSG00000081236.1	-0.393229637388927	-0.0880544564170076	-0.145936061238727	0	0	0.949127982338592	0.901405084927245	0.102325301242327	0.903263263151509	0	0
ENSMUSG00000085975.1	-0.185527863605241	-0.136115514481748	-0.534132845554858	0	0	0.898966735639554	0.555509706477463	0.873401339302392	0.434683380741529	0	0
ENSMUSG00000087181.3	-1.08254537520192	-0.484329287032442	-0.44156870246904	0	0	0.604862584983546	0.643027908992931	0.928305860885363	0.413543356237927	0	0
ENSMUSG00000026977.17	6.83041791765082	0.0359615643850004	-0.136943944028196	0	0	0.999999825968069	0.99999466088766	1.83835337837542	0.188044540107577	0	0
ENSMUSG00000060703.12	2.97217401194244	0.153235132280952	0.564215497589349	0	0	0.999222427440877	0.551859941743836	7.31893464884432	0.00479388718152906	0	0
ENSMUSG00000026980.15	2.38984200491011	0.988230741834085	-1.05449892841842	2.6546528938726	-3.46679607994981	0.0081194939764239	0.00139553368900713	51.4783115549325	3.99926557690801e-08	0	-1
ENSMUSG00000054580.14	3.03541630774792	-0.14762852236135	-0.791540646509562	0	-1.12394405500083	0.998449996628363	0.13798766102643	9.94152563953905	0.00126330796918379	0	0
ENSMUSG00000026971.15	2.78293006854666	-2.46298446333685	-0.703708550322527	-3.98774419456997	-0.645101231135681	0.000442547016159028	0.263547931778351	20.9883415603741	2.08297313418825e-05	-1	0
ENSMUSG00000026970.16	8.16102620791887	0.495303197229942	0.0875522182358548	0	0	0.937734234819283	0.999999979036075	40.9022919311443	2.21799308880714e-07	0	0
ENSMUSG00000075325.3	-0.987876612348461	-0.1825430480524	-0.188194420124693	0	0	0.85683927604586	0.888816958754495	0.224945058753523	0.800796959280198	0	0
