A	Coef.H.DKOVsCtrl	Coef.L.DKOVsCtrl	t.H.DKOVsCtrl	t.L.DKOVsCtrl	p.value.H.DKOVsCtrl	p.value.L.DKOVsCtrl	F	F.p.value	Res.H.DKOVsCtrl	Res.L.DKOVsCtrl
ENSMUSG00000057715.13	-2.19280108573131	0.408421286728981	-0.515842084383215	0	0	0.688687670941214	0.573384037001806	0.930604271681585	0.412683679937148	0	0
ENSMUSG00000016918.15	5.76766829461127	-0.900202133834407	-0.754820276880133	-2.64920208639636	-1.63853581391021	0.00821326136029322	0.0594370555276567	55.1431313948448	2.36767455180211e-08	0	0
ENSMUSG00000025938.16	1.19518084720998	-1.12672608912133	-0.817003430345184	-2.69338249681505	-0.659865212429288	0.00748208572213118	0.259336810188256	18.3905829868134	4.67738622793657e-05	0	0
ENSMUSG00000005886.14	6.72678786115536	-0.160286959070924	-0.550488316204209	0	0	0.999998095899235	0.706682824105828	42.0832805080667	1.80058193073182e-07	0	0
ENSMUSG00000103506.1	0.865586553550829	-0.0857489152242138	-0.357484678347934	0	0	0.984937284456571	0.833287321580229	1.2913281705338	0.299457820578113	0	0
ENSMUSG00000103495.1	0.698868905890094	-0.193138599924294	-0.285969135486859	0	0	0.930658591974988	0.885253545666303	0.982218529937987	0.393892435922999	0	0
ENSMUSG00000102639.1	-1.39235525096772	-0.282087194148034	-0.79058136088356	0	-0.40862093242511	0.792391842156914	0.350709988025192	1.48246955293249	0.253816024246812	0	0
ENSMUSG00000104170.1	0.813357654326703	-0.540968230916431	-0.154808236729557	0	0	0.56266180281973	0.918367311631596	2.02597064130527	0.161182715882243	0	0
ENSMUSG00000103085.1	2.54565827819776	-0.599647206568357	-0.389461691460966	-0.102697213372315	0	0.459676099457142	0.885649158438411	11.9207135716635	0.000519454820009702	0	0
ENSMUSG00000102664.1	1.54235472486509	-0.60673737923646	-0.275622147670963	-0.129618110352815	0	0.449162099263815	0.948071762611074	7.70967379438548	0.00387878547375064	0	0
ENSMUSG00000025935.10	7.41740817372054	0.531767269864167	0.127766860571413	0	0	0.796807122025994	0.999999388166337	38.0874579179531	3.72168237418243e-07	0	0
ENSMUSG00000025937.6	3.91175677038641	-0.24576101460363	-0.737066858438397	0	-1.60676438105841	0.994465252835016	0.062854539781716	32.4352489691109	1.16388230966358e-06	0	0
ENSMUSG00000102982.1	-0.730317347578882	-0.775176749124757	-1.09858531782258	-0.507926024323243	-1.27491816722973	0.309839225885656	0.109657206848981	5.86175362909034	0.0110783229977623	0	0
ENSMUSG00000025932.14	-0.392318659568099	-0.106753691818856	-1.53894529979988	0	-1.95542081163752	0.918809943603361	0.0334098047523334	5.00249423868044	0.0188898473410518	0	0
ENSMUSG00000025925.14	3.74806577843836	0.358405426442947	0.0148838230785042	0	0	0.954557551621303	0.999862809230339	4.00296823936695	0.0366912903374395	0	0
ENSMUSG00000104379.1	-1.24651951826989	-0.0677018842271525	1.00471689107207	0	0.926838778062349	0.962440936276176	0.184474259558509	2.4809040818557	0.112113260511276	0	0
ENSMUSG00000043716.13	7.54953781240432	0.276494159681911	0.73751666283464	0	2.83300176973737	0.999977196049363	0.005558681355813	105.329558010123	1.37656120936717e-10	0	1
ENSMUSG00000025921.7	3.58382610451704	0.200595188247251	-0.0684491052370744	0	0	0.999489187548531	0.999925695087665	2.29206025596359	0.130113789725319	0	0
ENSMUSG00000025920.19	2.85859447759108	0.51700234838207	0.113824807591251	0	0	0.632863249913196	0.983159130094369	3.58364535722448	0.0492312775049219	0	0
ENSMUSG00000025939.19	4.93808598761231	0.480118164155275	0.0593397171776697	0	0	0.918603325927154	0.999999151085874	22.5226392289888	1.33433668140416e-05	0	0
ENSMUSG00000102457.1	-0.486555880506343	-0.734659129665738	-1.35956618365281	-0.506352475758773	-2.24071202619534	0.309566995666555	0.0190396925449484	10.8235498625175	0.000840866712968768	0	0
ENSMUSG00000079658.9	4.99453978836321	0.67691905723088	0.330004934427698	1.07137547106988	0	0.149160332827166	0.996214624681923	38.7193121099169	3.30469881415053e-07	0	0
ENSMUSG00000097744.1	-2.69611205765297	-1.00809868937927	-3.11243548453432	-1.23053578219319	-3.5018008426662	0.117365993277976	0.00132859497050136	13.5962303893336	0.000260902624204363	0	-1
ENSMUSG00000025940.6	4.01426439846936	0.278847489013859	0.0135053062078114	0	0	0.998191538214973	0.999995503159665	4.66196386407843	0.0235539753270705	0	0
ENSMUSG00000025779.10	1.92247430366056	0.0645830525513413	-0.141439305032733	0	0	0.999068223419376	0.987145379309533	0.395633216456881	0.679031810832521	0	0
ENSMUSG00000042686.5	-0.128462673026433	-0.877331742298807	0.419506221517074	-1.16193820599067	0	0.130314978701616	0.666669645094034	6.60197879067485	0.00716801557834992	0	0
ENSMUSG00000101589.1	-2.28994635196759	-0.323235891513769	-0.905480068536286	0	-0.384344409921836	0.746922904451904	0.398091999423507	0.857372856155662	0.441079562729069	0	0
ENSMUSG00000067780.3	3.09392787428162	1.64000786992582	0.323408473874667	5.91507264716909	0	7.03858970900369e-06	0.880646481392448	43.407033652046	1.43344232069601e-07	1	0
ENSMUSG00000100053.1	-1.69213484910791	-1.0991364728886	0.84685887037528	-1.03505435072837	0.397592468496202	0.158906010440679	0.369555936967768	3.27484960226886	0.0615232009998818	0	0
ENSMUSG00000085125.7	-0.943361851752372	-2.65885308284511	-1.46539239182766	-5.61865191243665	-0.851253266454216	1.30030334027729e-05	0.234511268534885	26.949584167001	4.13067968154937e-06	-1	0
ENSMUSG00000025776.13	2.89421748346886	-2.32654902848736	-1.76956701973321	-7.62912648654206	-2.45194389618962	2.58282975561039e-07	0.0124519685689195	58.6446927712018	1.47456297163669e-08	-1	0
ENSMUSG00000041859.10	5.78070182977051	0.997357425163188	1.52850449534145	2.77122478729636	6.30296860297383	0.00634253127912604	3.2179485418856e-06	74.5951559464052	2.23684360684817e-09	0	1
ENSMUSG00000025931.15	4.18126810033522	-0.731953288615121	-0.812293738991962	-1.43512887857072	-2.23825399138757	0.0842992466296788	0.019120672224196	57.5400754681654	1.70752451414607e-08	0	0
ENSMUSG00000041809.5	1.24554013028638	-0.341807310041896	-0.438318961203701	0	0	0.906168314136414	0.811233969535381	5.51101280012492	0.0137214768868938	0	0
ENSMUSG00000041779.5	5.96271560315361	0.733644629705554	0.202574321518823	1.65236655566193	0	0.0579994742286672	0.999952023335945	36.7628410459309	4.79976148498972e-07	0	0
ENSMUSG00000025933.15	0.649368127249429	-0.94346187836671	-1.36040336875722	-1.80441740450386	-3.94265589073198	0.04406184516796	0.000486499352396985	35.2010116456457	6.54151755912483e-07	0	-1
ENSMUSG00000025934.15	1.45644613672084	-0.471693971174809	-1.78909449295404	0	-5.7679300191195	0.620032938295855	9.52051286040359e-06	37.4598957481069	4.19457338249431e-07	0	-1
ENSMUSG00000025936.15	-0.496707975048668	-0.225394098802285	-1.3259174230761	0	-3.35392161593716	0.819396457906683	0.0017899368791834	18.0780072274755	5.1821867292214e-05	0	-1
ENSMUSG00000028033.16	-0.174808414813698	1.5783200853166	-0.0316153452200315	1.98258885579545	0	0.0317491552708257	0.98623515555488	4.96734520399525	0.0193201794709021	0	0
ENSMUSG00000082935.3	-0.994009158072414	0.530999808769312	1.41671202989236	0	2.22623775770161	0.563162024688157	0.0196076252631445	8.34904656417611	0.00277164869188365	0	0
ENSMUSG00000102766.1	-3.28832598788515	-1.02202369454454	-1.80236833119881	-0.471872910866558	-2.39440028650503	0.371376783542513	0.0140349277445691	6.89245272756246	0.00607659259150412	0	0
ENSMUSG00000097970.1	2.1363788490043	-0.998695328773923	-1.13301771227458	-1.71452819489891	-3.16324976634277	0.0519015155671909	0.00271952254985372	29.951311148902	2.01999065755841e-06	0	-1
ENSMUSG00000100775.1	-1.40836323951416	-1.53249849869961	-2.34305361070282	-1.77649616290466	-2.63951077747788	0.0468354206538049	0.00856121066641078	10.3155452133997	0.00106060886601868	0	0
ENSMUSG00000026158.11	4.62050387640956	-0.127476586610785	-0.670464287402956	0	-0.714098720741778	0.999645414180987	0.242215431863497	16.3383542988064	9.37701568364381e-05	0	0
ENSMUSG00000026156.8	1.76793658833999	0.0889080039839492	-0.60140207728248	0	-0.0792778861646265	0.997917227928669	0.468858476800055	4.39430672827099	0.0281252428064502	0	0
ENSMUSG00000026155.13	4.37900964902303	0.762162256560174	0.0616366477620476	1.65876626237369	0	0.0573443837050917	0.999981643934217	25.6653691438001	5.71433630874986e-06	0	0
ENSMUSG00000026154.4	2.15540559766466	-0.027006021350128	0.0622792616220742	0	0	0.999565932691656	0.994162181449181	0.0669652454300591	0.935462297690867	0	0
ENSMUSG00000026153.15	5.95291808992666	-0.0896393082510381	-0.237563707213083	0	0	0.9999990879995	0.999918799239549	6.07901393601847	0.00972777528868179	0	0
ENSMUSG00000026141.13	-3.09818676357137	-1.47884113145208	-0.806992860376209	-1.98191035424777	-0.23000753034103	0.0316982132234653	0.493658348477388	5.72556894739971	0.0120306865367458	0	0
ENSMUSG00000099997.1	-3.22484621647427	-0.377467643121081	0.584487374953958	0	0	0.731372367619695	0.506873486162782	1.05489767051137	0.36902547637458	0	0
ENSMUSG00000100131.1	-3.1115623168631	-0.610562727268727	-0.332532049698865	-0.0337377437872476	0	0.552832254770992	0.823204400694628	1.10182382953702	0.353899591715332	0	0
ENSMUSG00000101111.1	-2.31245521702654	-1.00680335244902	0.596544247483701	-0.472789630099311	0.054077966736341	0.366782926451805	0.478753298350943	4.54125325493726	0.0255043845359407	0	0
ENSMUSG00000100862.1	-2.07741169264358	-0.699201950151807	0.233360062488161	-0.121181433395912	0	0.547444589688132	0.944885417867346	0.893499285424232	0.426808618528087	0	0
ENSMUSG00000102070.1	-2.69966125036366	-0.610562727268727	0.00291327453563484	-0.029239338665379	0	0.582746084134257	0.999339163132849	0.24393825089607	0.786114114450814	0	0
ENSMUSG00000101249.1	-2.23439822580814	0.265593877705328	0.0744197364164881	0	0	0.798139758238548	0.989771818873511	0.125207381006471	0.883084526058491	0	0
ENSMUSG00000073725.8	6.34780283099198	-0.284193676929814	-0.781963546016583	0	-2.88945517541279	0.99983865876549	0.0049246257342795	74.6049347618368	2.23451451678642e-09	0	-1
ENSMUSG00000099492.1	-3.06419704104583	0.786816651152617	2.16554466473576	0.274156671734714	3.98358017718563	0.43305067909764	0.000445267992560782	15.4661261817337	0.00012822134133972	0	1
ENSMUSG00000048874.15	6.92572764845323	-0.0592486947644062	-0.205018685044223	0	0	0.999999998732772	0.999999857566526	9.98042232554014	0.00124033887872882	0	0
ENSMUSG00000103783.1	0.961819828088854	-0.277224035907752	-0.333172141996263	0	0	0.908240253665457	0.813359446833258	1.4901822328404	0.252144224956226	0	0
ENSMUSG00000104315.1	1.74395509527722	0.0161215845875771	-0.619057918332585	0	-0.109488891040356	0.996886002607578	0.457590651393148	1.98273622935013	0.166971391893098	0	0
ENSMUSG00000026064.16	2.48115663558453	-0.037428213023857	-0.703680025106236	0	-0.747938438078615	0.999694517997309	0.232135323015028	9.87046403933586	0.00130650302782855	0	0
ENSMUSG00000117310.2	-2.69124482532926	0.649287901620154	-0.878124851622977	0.0867551223957141	-0.742366300366209	0.522564936675564	0.234600349248514	2.85680412843534	0.0839598073287719	0	0
ENSMUSG00000026134.11	3.5993799813814	0.930173413933543	1.40009851790818	2.28188287843418	4.38041905507518	0.0175181420665095	0.000184958446974951	47.2137357879412	7.67314962585341e-08	0	1
ENSMUSG00000102714.1	-0.0465495576378489	0.554565502852995	0.605568743502791	0	0.0514838609770548	0.538128594056414	0.483807755063561	2.61204587395625	0.101246081229962	0	0
ENSMUSG00000004768.14	3.98300654643741	-0.127825063844574	-0.363176331152364	0	0	0.999373468265077	0.983363991051852	7.70786360560133	0.00388254880368178	0	0
ENSMUSG00000042215.8	1.35948755131616	-0.808631293874196	-1.03268281123876	-1.15327600803343	-2.41685660592106	0.13202921224275	0.0133155171054389	24.2355517643898	8.32124052173611e-06	0	0
ENSMUSG00000042197.13	6.46594835408069	0.0727240032975756	-0.0161138692053528	0	0	0.999996394887143	0.999999501690142	0.410074535790735	0.669715070215281	0	0
ENSMUSG00000042182.16	-2.75739550663451	0.00743242441627168	-0.207201256460875	0	0	0.995416737882632	0.856095438542362	0.0262569155308813	0.974122475272167	0	0
ENSMUSG00000026131.20	10.5268240829724	0.348523696709352	0.986432825388412	0	4.69047352772077	0.993479783565556	9.38216441882553e-05	74.6848655600773	2.21557765809097e-09	0	1
ENSMUSG00000103364.1	2.51317020671747	0.872469105187693	0.89647068619331	1.92941591578459	1.42285298872583	0.0348928556633067	0.0860403741786155	25.5305578158224	5.91649094721018e-06	0	0
ENSMUSG00000096992.3	3.04944559837718	0.592167096301325	1.19865776444018	0.0525531208990706	3.41394581548809	0.479336839054854	0.0015681629825174	31.661087949636	1.37706768987337e-06	0	1
ENSMUSG00000103001.1	0.720468912766485	0.784342980548092	0.936953792864317	0.736091431942025	1.22287403289746	0.23567764322221	0.118691190054966	9.49320301108176	0.0015651827390266	0	0
ENSMUSG00000101462.2	-1.02368887139796	0.59764699451261	-0.302175906990601	0.0228411053756065	0	0.51443895685515	0.762879623959244	0.805141335491428	0.462660250686773	0	0
ENSMUSG00000102336.1	3.31060627427965	-0.205301407557534	0.188680251279068	0	0	0.996652415654624	0.999234364090157	2.95878864073602	0.0777484306382703	0	0
ENSMUSG00000042111.9	3.55554121906326	0.235437988382185	-0.175652760260411	0	0	0.995410724607468	0.99941903190039	3.30996860620667	0.0599662906064437	0	0
ENSMUSG00000026127.13	5.44641682165386	0.0834762922401504	-0.187088614583317	0	0	0.999999044673468	0.999991849955007	4.43685522039531	0.0273367966197473	0	0
ENSMUSG00000026126.15	2.07455819715137	0.408886520910157	1.21468827082834	0	3.2846310548256	0.831572024934989	0.00208449014735635	22.6989271527955	1.26954994371778e-05	0	1
ENSMUSG00000101223.6	-1.92877931926611	-0.23073379326859	1.7409333674664	0	2.89335019063534	0.815184196593785	0.00489207288007626	9.59463404902576	0.00149044005555773	0	1
ENSMUSG00000037509.21	1.72762956823223	-0.307982868069868	-0.179120109421858	0	0	0.925368832197879	0.985702861724102	1.9535417623416	0.171010968740046	0	0
ENSMUSG00000104002.2	0.699105899140341	-0.416084675220107	-0.383118830277702	0	0	0.831334649484326	0.852545491957757	5.04629074935635	0.0183684931465857	0	0
ENSMUSG00000037503.12	7.45696003551828	0.0689587273617942	-0.123615222232353	0	0	0.999999882663827	0.99999939149959	2.42074974223331	0.117527246080835	0	0
ENSMUSG00000104358.1	2.22330092488289	-0.214275348470431	-0.748392490153889	0	-0.831530660063586	0.968526934030047	0.208349169431075	7.90772831838456	0.00349052732490097	0	0
ENSMUSG00000026123.11	5.24330333792699	0.10786222778613	-0.349426769727244	0	0	0.9999990171555	0.999519215888456	18.3661843975564	4.7147549327016e-05	0	0
ENSMUSG00000045216.7	4.43591298581749	-0.0466514922561396	0.521539320281976	0	0	0.99980159787866	0.715148613518323	11.3975272180735	0.000651454748900013	0	0
ENSMUSG00000102202.1	0.716149928953129	-0.637693658028906	-0.219030839802829	-0.218252935349349	0	0.414899844915902	0.932929632781438	3.92197405938344	0.0388059223635377	0	0
ENSMUSG00000037470.14	7.55863202358135	0.354933492465886	0.45232198968132	0	0	0.999234934401749	0.978064287878748	43.9754441465565	1.30203664123098e-07	0	0
ENSMUSG00000047180.8	6.36434826307238	1.01488676339283	1.66197864334052	3.39825551977128	9.53648601882436	0.00162335429930783	1.02586245840415e-08	140.47048632246	1.26647543708448e-11	1	1
ENSMUSG00000037447.16	8.30762691614549	0.0604918084708643	-0.54210994201053	0	0	0.998112796281824	0.603175691590644	5.70163181742898	0.0122073192203478	0	0
ENSMUSG00000102762.1	1.09915438756225	-0.24698127683853	-0.155478212621638	0	0	0.899027782478097	0.932086460026632	0.60234448793135	0.558318020278379	0	0
ENSMUSG00000010453.12	6.45375320228326	-0.185556327960986	-0.314089646211404	0	0	0.999999192804705	0.999940305523051	21.4386862622208	1.82347957172081e-05	0	0
ENSMUSG00000037432.15	1.6278381736023	-0.448963138034409	-0.437463616932804	0	0	0.715189062346113	0.782953705237637	4.6396848755066	0.0239010980548617	0	0
ENSMUSG00000001143.13	3.79534305726708	-0.095363278935249	-0.328821535040831	0	0	0.999537918694011	0.987605994689396	5.24756746800215	0.0161696057932672	0	0
ENSMUSG00000037408.10	3.99990455250938	0.42604395844048	0.0307887418710853	0	0	0.921512359567092	0.999971657144125	7.88297782451894	0.00353659691083631	0	0
ENSMUSG00000104316.1	0.986818968118197	-0.921152099893082	-1.71938787529013	-1.32267952726781	-3.52945575139261	0.101353841793882	0.00121570118535369	20.8775874133945	2.15291906769752e-05	0	-1
ENSMUSG00000001138.13	4.6382222712971	-0.378200657625261	-0.195902361171101	0	0	0.962240819406152	0.999920049216946	8.83439548555253	0.00216526239579611	0	0
ENSMUSG00000067653.12	-0.484332284047566	-1.12739020056886	-1.47790128795392	-1.41336152528366	-1.03985739616881	0.0875587455393632	0.169881840704888	5.79636292541485	0.0115247165395984	0	0
ENSMUSG00000079610.9	2.51233517289412	-0.409427294145753	-0.198616170603906	0	0	0.896412616566921	0.985761375604996	5.40875247677667	0.0146190935295266	0	0
ENSMUSG00000026121.13	6.69052529407279	0.265192854607598	0.107562428791783	0	0	0.985433331440748	0.99896784978644	2.26282443745432	0.133177883701229	0	0
ENSMUSG00000087589.3	2.88115611522119	-0.428299347669689	-1.14764632809934	0	-3.62061756322946	0.87521230228693	0.000993146094580025	32.5617778808571	1.13266275463901e-06	0	-1
ENSMUSG00000046337.17	-0.94486495222977	-1.21072526903172	-0.940937857382252	-1.79351385004709	-1.01345200482273	0.0449887972516037	0.16241518735566	9.61028601276182	0.00147926404089254	0	0
ENSMUSG00000061518.11	4.18831532098579	0.479078681203732	0.605678522158426	0	0.130106214399235	0.718246181345511	0.448971444604899	10.8050851807511	0.000847903226069381	0	0
ENSMUSG00000037351.9	6.5865553060209	0.273362144032911	0.309974799652443	0	0	0.999684648671902	0.999141858002372	15.2214863515734	0.000140265336087247	0	0
ENSMUSG00000026117.10	-0.350925898582532	0.0140545864920905	-0.0157711436541039	0	0	0.988753820733242	0.996174784086877	0.00237600038313782	0.997627136592083	0	0
ENSMUSG00000026116.11	6.85816448961928	0.141062737376041	0.213174899039703	0	0	0.999999170576609	0.999993917522385	8.36372546646353	0.00275075023685467	0	0
ENSMUSG00000103016.1	-1.73936937851197	0.0745727029238079	0.733039339395269	0	0.254243611871324	0.940738574705713	0.419285014922835	0.802686584153382	0.463703004994121	0	0
ENSMUSG00000102930.1	1.39634920764905	-0.227035468328892	0.174656582997127	0	0	0.954294985083642	0.939682837384535	0.866180570716909	0.437551974892927	0	0
ENSMUSG00000103159.1	1.81438887214755	-0.106369671628957	-0.0391566499796365	0	0	0.995942191755881	0.994982907808443	0.232677755179436	0.794782629889169	0	0
ENSMUSG00000050122.19	-0.821288491508385	-0.469567701848681	-1.17494087512219	0	-2.134131010322	0.624554838662717	0.0235086852641438	9.80982777010609	0.00134466244419705	0	0
ENSMUSG00000026113.17	5.70657798964507	-0.397836054321721	-0.458342854922471	0	0	0.992215160098179	0.968622091743983	41.9660615799938	1.83783226924794e-07	0	0
ENSMUSG00000086064.1	-0.519585812323636	-0.906240609568173	-0.529563659777755	-0.787894594045235	0	0.221480573363484	0.565395356173774	3.65467183253975	0.0468075048426688	0	0
ENSMUSG00000102879.1	-1.54279073207851	-0.69895830707979	0.155744403802559	-0.189784804429955	0	0.449127611608991	0.874554814155369	0.712951430268269	0.503677018044031	0	0
ENSMUSG00000026112.7	5.59759227195578	0.0800603825946569	-0.0770244822757391	0	0	0.999995850145783	0.999997371525664	0.946934457277571	0.406632620334195	0	0
ENSMUSG00000026111.15	4.84534710601032	-0.00240040178740752	0.0618888079056026	0	0	0.999999909126017	0.999993711554723	0.247127212571108	0.783678347100082	0	0
ENSMUSG00000026110.15	6.65265291623626	1.20622008478625	2.62341684506264	3.60372506314137	8.351908987495	0.00103099135527699	7.21374389487877e-08	82.2497247390837	1.0250974005442e-09	1	1
ENSMUSG00000103948.1	0.220074552215049	1.18990655981371	3.3075665060073	3.13166407851846	3.77566859538166	0.0029137124347991	0.000724974609826807	29.4945148937417	2.24411385556043e-06	1	1
ENSMUSG00000026090.16	1.85332702282739	1.78630303807183	0.0226615706080486	3.00694885004253	0	0.00382818657435344	0.987902312726752	9.9983008150425	0.00122993750593196	1	0
ENSMUSG00000060771.15	3.17861091589821	0.211921427662789	-0.13967179558762	0	0	0.998971962537602	0.999966345992025	3.40873449397044	0.0558177131843371	0	0
ENSMUSG00000037216.5	0.356704847591823	-0.391676452540843	-0.254985246023563	0	0	0.769444005714861	0.883473044381002	1.60004495803424	0.229613372092968	0	0
ENSMUSG00000026088.15	3.90245651725113	0.247597769719206	-0.0833406659664884	0	0	0.99717521426425	0.999005618512896	2.84210020665737	0.0849000497020072	0	0
